Date,City,Locality,Avg_Price_sqft,Avg_Sale_Price,Demand_Index,Growth_%
2019-02-17,Chennai,Adyar,11839.0,12383594,60,-1.18
2019-02-18,Mumbai,Bandra,5880.0,17863440,41,9.49
2019-02-19,Bengaluru,Electronic City,14667.0,60032031,63,7.44
2019-02-20,Hyderabad,Gachibowli,6396.0,21944676,61,2.7
2019-02-21,Hyderabad,Kukatpally,8525.0,21201675,63,6.96
2019-02-22,Pune,Hinjewadi,7087.0,32118284,60,7.54
2019-02-23,Pune,Baner,5130.0,10059930,69,3.57
2019-02-24,Bengaluru,Indiranagar,13059.0,65046879,91,4.9
2019-02-25,Chennai,Adyar,11130.0,15459570,99,3.97
2019-02-26,Mumbai,Bandra,12739.0,39490900,75,4.02
2019-02-27,Pune,Kharadi,7833.0,25786236,71,5.29
2019-02-28,Hyderabad,Jubilee Hills,10547.0,11675529,95,0.19
2019-03-01,Bengaluru,HSR Layout,14089.0,50297730,52,0.07
2019-03-02,Bengaluru,Electronic City,6556.0,6319984,54,1.69
2019-03-03,Mumbai,Andheri,4611.0,17079144,99,9.18
2019-03-04,Bengaluru,Whitefield,6689.0,24642276,90,6.31
2019-03-05,Pune,Baner,11461.0,26291534,42,4.75
2019-03-06,Hyderabad,Madhapur,4253.0,13907310,95,1.68
2019-03-07,Pune,Kharadi,10128.0,12720768,47,7.17
2019-03-08,Hyderabad,Miyapur,10102.0,45125634,51,1.52
2019-03-09,Hyderabad,Kukatpally,11913.0,44912010,90,7.28
2019-03-10,Hyderabad,Miyapur,14905.0,24980780,54,12.2
2019-03-11,Pune,Baner,14089.0,42760115,44,7.01
2019-03-12,Pune,Wakad,10146.0,10754760,94,10.28
2019-03-13,Hyderabad,Madhapur,4115.0,8579775,47,6.38
2019-03-14,Pune,Kharadi,9258.0,17516136,76,13.92
2019-03-15,Mumbai,Andheri,8926.0,14710048,70,6.75
2019-03-16,Mumbai,Bandra,11638.0,21204436,99,10.41
2019-03-17,Pune,Baner,12154.0,13308630,42,11.63
2019-03-18,Mumbai,Thane,12821.0,60784361,76,1.07
2019-03-19,Hyderabad,Kondapur,6457.0,16710716,73,5.66
2019-03-20,Mumbai,Powai,13164.0,14993796,93,-1.29
2019-03-21,Mumbai,Bandra,7944.0,12734232,48,3.84
2019-03-22,Chennai,Anna Nagar,9171.0,27870669,89,4.06
2019-03-23,Pune,Baner,8502.0,23899122,60,14.87
2019-03-24,Chennai,Adyar,12332.0,21778312,93,2.02
2019-03-25,Bengaluru,HSR Layout,5547.0,4898001,64,12.81
2019-03-26,Pune,Wakad,12458.0,34570950,77,10.05
2019-03-27,Mumbai,Powai,9137.0,23957214,84,6.51
2019-03-28,Chennai,Velachery,10807.0,47334660,40,-1.04
2019-03-29,Mumbai,Bandra,4119.0,10392237,49,-1.97
2019-03-30,Bengaluru,Whitefield,6944.0,16436448,58,0.6
2019-03-31,Hyderabad,Banjara Hills,8700.0,4463100,87,10.98
2019-04-01,Hyderabad,Miyapur,6599.0,28514279,84,5.7
2019-04-02,Pune,Baner,7082.0,31961066,53,13.05
2019-04-03,Mumbai,Thane,12153.0,22786875,49,10.85
2019-04-04,Bengaluru,Whitefield,8173.0,21846429,40,14.3
2019-04-05,Hyderabad,Miyapur,9611.0,14003227,51,14.2
2019-04-06,Bengaluru,Whitefield,12617.0,37283235,70,10.14
2019-04-07,Hyderabad,Banjara Hills,7940.0,29512980,67,3.09
2019-04-08,Hyderabad,Kukatpally,8584.0,39864096,76,1.27
2019-04-09,Hyderabad,Kondapur,11337.0,11915187,40,6.89
2019-04-10,Chennai,Adyar,14211.0,55792386,76,10.06
2019-04-11,Mumbai,Andheri,12886.0,34083470,52,14.17
2019-04-12,Mumbai,Powai,10229.0,12714647,80,3.52
2019-04-13,Chennai,Adyar,9496.0,45457352,93,13.21
2019-04-14,Mumbai,Thane,9851.0,10727739,48,11.45
2019-04-15,Chennai,OMR,8038.0,16887838,66,10.5
2019-04-16,Mumbai,Powai,7386.0,12888570,52,7.0
2019-04-17,Bengaluru,Indiranagar,14970.0,10434090,44,7.14
2019-04-18,Bengaluru,HSR Layout,8749.0,10017605,83,10.72
2019-04-19,Hyderabad,Kukatpally,7299.0,21466359,81,10.92
2019-04-20,Bengaluru,Electronic City,14336.0,19095552,55,7.43
2019-04-21,Pune,Hinjewadi,12326.0,46542976,57,13.65
2019-04-22,Hyderabad,Jubilee Hills,13931.0,46000162,70,4.49
2019-04-23,Pune,Hinjewadi,4446.0,7740486,41,-0.82
2019-04-24,Pune,Wakad,6309.0,19652535,62,8.92
2019-04-25,Mumbai,Thane,7768.0,27576400,70,2.99
2019-04-26,Bengaluru,Indiranagar,12652.0,35741900,49,5.34
2019-04-27,Mumbai,Bandra,6295.0,4223945,46,10.53
2019-04-28,Chennai,Anna Nagar,9980.0,23173560,93,5.98
2019-04-29,Bengaluru,Indiranagar,9610.0,19008580,85,4.12
2019-04-30,Pune,Baner,12100.0,21937300,40,13.29
2019-05-01,Pune,Hinjewadi,10625.0,23948750,86,12.71
2019-05-02,Mumbai,Bandra,4679.0,9138087,77,8.94
2019-05-03,Bengaluru,Indiranagar,10397.0,46713721,66,1.48
2019-05-04,Bengaluru,Indiranagar,8107.0,37203023,76,2.78
2019-05-05,Bengaluru,Indiranagar,13594.0,28656152,76,4.92
2019-05-06,Pune,Kharadi,9088.0,40296192,68,2.91
2019-05-07,Chennai,OMR,12160.0,48348160,46,0.73
2019-05-08,Mumbai,Andheri,14746.0,69085010,97,1.57
2019-05-09,Bengaluru,Whitefield,7922.0,35522248,65,13.83
2019-05-10,Chennai,Adyar,14397.0,13331622,87,-1.16
2019-05-11,Pune,Hinjewadi,10741.0,46712609,92,9.17
2019-05-12,Bengaluru,Whitefield,13853.0,21042707,54,10.86
2019-05-13,Hyderabad,Banjara Hills,9986.0,48202422,87,6.75
2019-05-14,Mumbai,Bandra,11150.0,16167500,53,6.73
2019-05-15,Hyderabad,Jubilee Hills,8766.0,30610872,83,11.4
2019-05-16,Hyderabad,Kukatpally,14733.0,21421782,44,3.2
2019-05-17,Mumbai,Powai,13946.0,27822270,81,9.07
2019-05-18,Hyderabad,Kondapur,9014.0,16946320,76,13.47
2019-05-19,Hyderabad,Jubilee Hills,6466.0,25779942,74,-0.03
2019-05-20,Hyderabad,Madhapur,11752.0,19332040,48,4.22
2019-05-21,Hyderabad,Madhapur,6421.0,26165575,70,4.74
2019-05-22,Hyderabad,Gachibowli,10599.0,44801973,44,2.41
2019-05-23,Pune,Hinjewadi,6135.0,9816000,78,3.16
2019-05-24,Hyderabad,Madhapur,6858.0,29352240,67,3.39
2019-05-25,Chennai,Anna Nagar,8247.0,9945882,50,1.0
2019-05-26,Hyderabad,Kukatpally,6619.0,21180800,95,13.19
2019-05-27,Chennai,Anna Nagar,9071.0,43441019,65,14.37
2019-05-28,Bengaluru,Whitefield,7682.0,29314512,53,12.98
2019-05-29,Chennai,Adyar,11032.0,51034032,54,12.43
2019-05-30,Hyderabad,Kondapur,13076.0,31617768,96,14.9
2019-05-31,Chennai,Adyar,5794.0,26976864,57,6.93
2019-06-01,Mumbai,Thane,4503.0,18597390,59,4.82
2019-06-02,Chennai,Adyar,11213.0,48350456,58,-1.93
2019-06-03,Chennai,OMR,5628.0,23322432,80,-0.26
2019-06-04,Chennai,OMR,9664.0,46793088,50,5.93
2019-06-05,Chennai,Velachery,7294.0,26207342,93,8.98
2019-06-06,Pune,Hinjewadi,9381.0,8433519,78,8.75
2019-06-07,Pune,Wakad,10616.0,31094264,41,13.77
2019-06-08,Pune,Kharadi,11070.0,32567940,91,2.77
2019-06-09,Mumbai,Powai,5233.0,6159241,41,-1.82
2019-06-10,Mumbai,Andheri,6967.0,11983240,95,14.54
2019-06-11,Mumbai,Powai,6480.0,28026000,55,1.24
2019-06-12,Hyderabad,Madhapur,11031.0,29640297,88,8.75
2019-06-13,Chennai,Adyar,14607.0,69032682,58,5.14
2019-06-14,Bengaluru,Electronic City,6606.0,23418270,99,4.7
2019-06-15,Hyderabad,Miyapur,7753.0,31291108,59,6.87
2019-06-16,Pune,Baner,6421.0,23719174,85,-1.65
2019-06-17,Mumbai,Andheri,10892.0,22230572,87,7.13
2019-06-18,Bengaluru,HSR Layout,8583.0,22195638,59,12.0
2019-06-19,Chennai,Adyar,10025.0,12260575,82,2.07
2019-06-20,Bengaluru,Indiranagar,14822.0,20024522,52,7.03
2019-06-21,Hyderabad,Kukatpally,10615.0,23830675,88,3.02
2019-06-22,Chennai,Adyar,4859.0,11613010,66,-1.07
2019-06-23,Bengaluru,HSR Layout,10075.0,31454150,81,0.59
2019-06-24,Bengaluru,Whitefield,11149.0,22554427,57,13.31
2019-06-25,Pune,Hinjewadi,8243.0,18414862,71,7.7
2019-06-26,Mumbai,Powai,13591.0,45951171,64,5.04
2019-06-27,Hyderabad,Gachibowli,13011.0,48491997,84,-1.68
2019-06-28,Pune,Kharadi,9361.0,18731361,88,9.5
2019-06-29,Mumbai,Thane,13493.0,46267497,68,9.92
2019-06-30,Pune,Hinjewadi,4748.0,2426228,59,12.51
2019-07-01,Chennai,Velachery,6181.0,8980993,68,2.59
2019-07-02,Hyderabad,Miyapur,9242.0,37411616,63,9.49
2019-07-03,Bengaluru,Indiranagar,10037.0,30883849,79,-1.74
2019-07-04,Mumbai,Andheri,7632.0,8975232,95,3.71
2019-07-05,Chennai,Anna Nagar,10186.0,49585448,83,1.24
2019-07-06,Hyderabad,Madhapur,8549.0,27322604,40,7.31
2019-07-07,Hyderabad,Gachibowli,4664.0,13199120,100,11.51
2019-07-08,Hyderabad,Jubilee Hills,8119.0,33848111,70,3.42
2019-07-09,Bengaluru,HSR Layout,8391.0,11017383,92,8.48
2019-07-10,Pune,Wakad,7575.0,33936000,70,14.94
2019-07-11,Bengaluru,Indiranagar,11083.0,44243336,70,-1.36
2019-07-12,Pune,Wakad,9544.0,39617144,66,11.11
2019-07-13,Pune,Kharadi,8691.0,10507419,51,-1.46
2019-07-14,Chennai,Velachery,7557.0,29532756,40,8.69
2019-07-15,Mumbai,Thane,11058.0,51397584,89,1.29
2019-07-16,Mumbai,Thane,6092.0,29016196,95,7.91
2019-07-17,Hyderabad,Madhapur,4181.0,18613812,45,-1.36
2019-07-18,Bengaluru,Whitefield,13369.0,28796826,57,10.59
2019-07-19,Pune,Wakad,11600.0,48986800,58,9.67
2019-07-20,Chennai,OMR,4384.0,14112096,95,9.22
2019-07-21,Hyderabad,Miyapur,5990.0,7367700,91,5.1
2019-07-22,Chennai,Velachery,10321.0,13995276,69,12.94
2019-07-23,Hyderabad,Kukatpally,13026.0,18288504,68,1.6
2019-07-24,Pune,Wakad,11938.0,41794938,50,-0.66
2019-07-25,Bengaluru,Whitefield,9911.0,48712565,67,5.81
2019-07-26,Chennai,Anna Nagar,5425.0,7584150,95,3.16
2019-07-27,Mumbai,Andheri,8959.0,21143240,79,0.66
2019-07-28,Mumbai,Bandra,5054.0,25057732,82,-0.78
2019-07-29,Mumbai,Powai,8522.0,25668264,44,12.6
2019-07-30,Bengaluru,Whitefield,13483.0,38318686,99,-2.0
2019-07-31,Bengaluru,Whitefield,13002.0,19542006,56,10.11
2019-08-01,Hyderabad,Madhapur,14970.0,17574780,50,-0.49
2019-08-02,Hyderabad,Gachibowli,13245.0,15946980,54,4.88
2019-08-03,Mumbai,Andheri,11676.0,10811976,49,0.72
2019-08-04,Mumbai,Bandra,14181.0,23568822,73,10.43
2019-08-05,Hyderabad,Gachibowli,7391.0,6215831,44,14.26
2019-08-06,Pune,Baner,11783.0,57477474,93,4.32
2019-08-07,Bengaluru,Indiranagar,6251.0,22891162,40,14.97
2019-08-08,Chennai,Velachery,6835.0,27504040,62,7.8
2019-08-09,Bengaluru,Indiranagar,6326.0,7452028,49,1.7
2019-08-10,Hyderabad,Gachibowli,9264.0,15304128,100,8.53
2019-08-11,Chennai,Anna Nagar,14775.0,28116825,50,-0.97
2019-08-12,Hyderabad,Gachibowli,10332.0,12811680,53,5.53
2019-08-13,Bengaluru,Indiranagar,10827.0,7459803,86,0.58
2019-08-14,Chennai,Adyar,13449.0,49828545,96,3.55
2019-08-15,Chennai,Anna Nagar,8974.0,7574056,61,0.13
2019-08-16,Chennai,OMR,14380.0,34813980,96,13.53
2019-08-17,Hyderabad,Madhapur,8382.0,13427964,48,12.55
2019-08-18,Hyderabad,Kondapur,4567.0,12773899,88,5.33
2019-08-19,Bengaluru,Electronic City,7497.0,6200019,90,11.45
2019-08-20,Hyderabad,Kondapur,4348.0,8517732,76,11.04
2019-08-21,Chennai,Velachery,8939.0,36649900,92,0.02
2019-08-22,Pune,Hinjewadi,8788.0,32594692,52,5.96
2019-08-23,Hyderabad,Gachibowli,7389.0,5113188,47,14.81
2019-08-24,Chennai,Adyar,10864.0,28909104,72,5.66
2019-08-25,Mumbai,Bandra,7993.0,32867216,54,9.29
2019-08-26,Hyderabad,Kukatpally,12630.0,50178990,62,1.85
2019-08-27,Bengaluru,HSR Layout,9381.0,43218267,56,0.77
2019-08-28,Chennai,OMR,13418.0,17993538,57,2.64
2019-08-29,Bengaluru,HSR Layout,11320.0,53441720,80,7.56
2019-08-30,Pune,Baner,6037.0,24920736,81,4.63
2019-08-31,Pune,Hinjewadi,14835.0,55868610,88,14.1
2019-09-01,Pune,Baner,9602.0,41000540,78,-1.64
2019-09-02,Pune,Wakad,13938.0,60393354,94,5.06
2019-09-03,Bengaluru,Whitefield,13272.0,64117032,84,9.62
2019-09-04,Chennai,Velachery,7470.0,18988740,97,5.1
2019-09-05,Bengaluru,HSR Layout,9275.0,31080525,87,3.21
2019-09-06,Bengaluru,HSR Layout,10382.0,40323688,87,7.93
2019-09-07,Chennai,Anna Nagar,7255.0,19066140,50,13.07
2019-09-08,Chennai,Velachery,4353.0,3887229,78,2.63
2019-09-09,Bengaluru,HSR Layout,12311.0,52469482,64,9.76
2019-09-10,Pune,Kharadi,10170.0,37395090,89,13.5
2019-09-11,Chennai,Anna Nagar,10552.0,25356456,49,10.87
2019-09-12,Mumbai,Bandra,8580.0,30742140,64,3.48
2019-09-13,Bengaluru,Whitefield,7034.0,5458384,76,9.66
2019-09-14,Hyderabad,Miyapur,9022.0,29745534,40,3.18
2019-09-15,Chennai,OMR,4496.0,5566048,99,-0.57
2019-09-16,Bengaluru,Indiranagar,7065.0,7524225,64,7.22
2019-09-17,Chennai,Adyar,5463.0,11750913,46,6.51
2019-09-18,Chennai,Velachery,11696.0,15450416,96,12.32
2019-09-19,Mumbai,Thane,6385.0,13357420,87,10.29
2019-09-20,Pune,Baner,7047.0,25552422,94,5.74
2019-09-21,Mumbai,Powai,6634.0,14800454,48,8.19
2019-09-22,Mumbai,Bandra,11638.0,27198006,50,12.98
2019-09-23,Mumbai,Powai,8458.0,39338158,79,0.83
2019-09-24,Chennai,Adyar,9174.0,28320138,55,10.7
2019-09-25,Mumbai,Bandra,8254.0,40849046,45,1.42
2019-09-26,Chennai,Anna Nagar,6050.0,13267650,87,2.83
2019-09-27,Pune,Baner,7610.0,28704920,44,2.44
2019-09-28,Mumbai,Andheri,11634.0,22151136,60,10.38
2019-09-29,Chennai,OMR,11768.0,17040064,75,5.3
2019-09-30,Mumbai,Thane,4955.0,12873090,68,3.49
2019-10-01,Bengaluru,Electronic City,4890.0,7633290,78,1.74
2019-10-02,Pune,Kharadi,8901.0,36369486,73,6.39
2019-10-03,Chennai,Anna Nagar,7854.0,5827668,41,4.4
2019-10-04,Mumbai,Bandra,12690.0,25836840,48,-0.61
2019-10-05,Hyderabad,Gachibowli,10540.0,6461020,84,7.26
2019-10-06,Bengaluru,Indiranagar,7582.0,26029006,48,12.44
2019-10-07,Pune,Wakad,14724.0,8849124,52,3.51
2019-10-08,Chennai,OMR,11969.0,27803987,79,12.08
2019-10-09,Hyderabad,Jubilee Hills,13095.0,46526535,68,13.42
2019-10-10,Chennai,Adyar,14305.0,8368425,72,13.05
2019-10-11,Hyderabad,Banjara Hills,13745.0,14033645,63,2.29
2019-10-12,Chennai,OMR,7022.0,24682330,96,12.64
2019-10-13,Hyderabad,Gachibowli,9195.0,27125250,70,10.63
2019-10-14,Bengaluru,Electronic City,10451.0,52119137,72,1.12
2019-10-15,Chennai,Anna Nagar,4242.0,13905276,40,5.74
2019-10-16,Chennai,Velachery,4620.0,14728560,98,3.09
2019-10-17,Mumbai,Thane,10807.0,27979323,64,3.08
2019-10-18,Pune,Wakad,12639.0,52085319,86,12.77
2019-10-19,Hyderabad,Kondapur,8381.0,15261801,77,3.73
2019-10-20,Bengaluru,HSR Layout,4862.0,12213344,74,12.41
2019-10-21,Chennai,OMR,5061.0,15385440,69,6.6
2019-10-22,Mumbai,Bandra,8811.0,12220857,40,13.78
2019-10-23,Chennai,Adyar,10592.0,27030784,87,-0.01
2019-10-24,Bengaluru,Electronic City,10040.0,33955280,87,0.49
2019-10-25,Bengaluru,HSR Layout,7830.0,24875910,71,4.47
2019-10-26,Chennai,Adyar,13099.0,18901857,54,3.59
2019-10-27,Chennai,OMR,14586.0,32351748,67,2.53
2019-10-28,Hyderabad,Madhapur,6107.0,29783839,71,2.55
2019-10-29,Chennai,Velachery,12492.0,9868680,98,8.77
2019-10-30,Bengaluru,Indiranagar,13665.0,15400455,87,-0.11
2019-10-31,Bengaluru,HSR Layout,5594.0,25234534,75,3.41
2019-11-01,Bengaluru,Indiranagar,10015.0,33480145,82,12.64
2019-11-02,Hyderabad,Miyapur,14846.0,9872590,51,11.86
2019-11-03,Bengaluru,Electronic City,14826.0,62180244,59,7.29
2019-11-04,Mumbai,Bandra,11444.0,11604216,100,2.81
2019-11-05,Pune,Kharadi,6462.0,17363394,99,1.19
2019-11-06,Chennai,OMR,4882.0,11057730,100,-0.79
2019-11-07,Mumbai,Powai,13575.0,56797800,84,5.92
2019-11-08,Mumbai,Thane,14211.0,46768401,59,10.28
2019-11-09,Mumbai,Bandra,11347.0,8805272,73,4.2
2019-11-10,Mumbai,Thane,14557.0,58213443,50,6.32
2019-11-11,Chennai,Adyar,8758.0,18094028,83,8.2
2019-11-12,Mumbai,Powai,14074.0,36367216,79,5.72
2019-11-13,Pune,Kharadi,13504.0,28641984,57,0.69
2019-11-14,Hyderabad,Kondapur,8934.0,6423546,83,1.13
2019-11-15,Hyderabad,Jubilee Hills,13095.0,51816915,79,10.82
2019-11-16,Hyderabad,Jubilee Hills,8182.0,13868490,50,4.88
2019-11-17,Bengaluru,Electronic City,11011.0,10438428,61,13.06
2019-11-18,Hyderabad,Miyapur,8842.0,33051396,54,12.15
2019-11-19,Mumbai,Powai,14454.0,45327744,100,5.22
2019-11-20,Mumbai,Bandra,4823.0,9178169,85,7.23
2019-11-21,Mumbai,Bandra,9206.0,26605340,43,3.86
2019-11-22,Mumbai,Bandra,8931.0,8546967,77,-1.02
2019-11-23,Hyderabad,Banjara Hills,10854.0,12655764,100,6.02
2019-11-24,Pune,Wakad,13995.0,66238335,81,4.26
2019-11-25,Mumbai,Powai,11518.0,17668612,69,1.88
2019-11-26,Chennai,Anna Nagar,11008.0,46916096,57,3.54
2019-11-27,Hyderabad,Madhapur,7787.0,30221347,97,-0.94
2019-11-28,Bengaluru,Indiranagar,13893.0,61962780,47,11.64
2019-11-29,Chennai,Adyar,4998.0,22555974,82,-1.69
2019-11-30,Hyderabad,Banjara Hills,10105.0,19927060,84,12.63
2019-12-01,Chennai,OMR,13752.0,27490248,76,13.62
2019-12-02,Bengaluru,Indiranagar,12337.0,33544303,80,8.7
2019-12-03,Hyderabad,Kondapur,8398.0,33734766,84,7.95
2019-12-04,Mumbai,Bandra,11952.0,9203040,88,11.2
2019-12-05,Pune,Wakad,11157.0,18397893,54,8.11
2019-12-06,Bengaluru,Whitefield,8678.0,8973052,48,7.91
2019-12-07,Hyderabad,Gachibowli,7715.0,19634675,49,2.7
2019-12-08,Chennai,Adyar,10456.0,9284928,69,7.16
2019-12-09,Chennai,Adyar,12676.0,62353244,51,3.03
2019-12-10,Chennai,OMR,11623.0,10228240,89,6.0
2019-12-11,Hyderabad,Banjara Hills,4170.0,13973670,96,4.68
2019-12-12,Bengaluru,Whitefield,8884.0,7560284,78,12.71
2019-12-13,Chennai,OMR,13131.0,17030907,55,-1.67
2019-12-14,Chennai,Anna Nagar,10638.0,42030738,42,6.85
2019-12-15,Chennai,OMR,14602.0,29948702,59,4.9
2019-12-16,Chennai,Velachery,9373.0,9747920,91,5.36
2019-12-17,Bengaluru,Indiranagar,11368.0,37287040,98,4.51
2019-12-18,Mumbai,Bandra,6284.0,15288972,62,8.94
2019-12-19,Bengaluru,Whitefield,4376.0,20571576,94,13.37
2019-12-20,Chennai,Velachery,5412.0,11089188,92,6.19
2019-12-21,Chennai,Velachery,5407.0,20968346,96,1.86
2019-12-22,Bengaluru,Indiranagar,10075.0,49448100,67,1.24
2019-12-23,Chennai,Anna Nagar,6038.0,22050776,91,13.15
2019-12-24,Mumbai,Andheri,10329.0,31389831,73,5.51
2019-12-25,Bengaluru,Whitefield,9143.0,5019507,64,5.97
2019-12-26,Mumbai,Thane,6083.0,8917678,93,2.87
2019-12-27,Hyderabad,Miyapur,5319.0,18515439,69,9.06
2019-12-28,Hyderabad,Banjara Hills,12138.0,36268344,100,0.7
2019-12-29,Pune,Baner,7882.0,13990550,53,9.86
2019-12-30,Bengaluru,Whitefield,4010.0,2542340,90,-1.78
2019-12-31,Chennai,Anna Nagar,7074.0,9358902,89,6.61
2020-01-01,Pune,Baner,13427.0,16730042,71,7.41
2020-01-02,Hyderabad,Kondapur,5888.0,3002880,86,14.66
2020-01-03,Hyderabad,Kukatpally,5559.0,11156913,51,1.97
2020-01-04,Chennai,Velachery,13159.0,20435927,79,8.17
2020-01-05,Pune,Kharadi,12000.0,39288000,56,-0.45
2020-01-06,Bengaluru,Indiranagar,10232.0,7520520,72,14.63
2020-01-07,Hyderabad,Kondapur,7286.0,19949068,93,6.18
2020-01-08,Pune,Wakad,8355.0,29025270,79,7.01
2020-01-09,Mumbai,Andheri,7839.0,4374162,69,12.01
2020-01-10,Chennai,Velachery,4736.0,14208000,50,11.19
2020-01-11,Mumbai,Andheri,8503.0,14097974,93,13.82
2020-01-12,Chennai,Adyar,10866.0,42268740,87,11.52
2020-01-13,Chennai,OMR,10055.0,38842465,100,8.18
2020-01-14,Mumbai,Powai,5894.0,22503292,63,10.9
2020-01-15,Chennai,OMR,7510.0,37369760,57,-1.33
2020-01-16,Pune,Wakad,4261.0,7899894,83,11.05
2020-01-17,Hyderabad,Gachibowli,14502.0,68928006,85,3.7
2020-01-18,Chennai,Anna Nagar,12499.0,37721982,94,12.17
2020-01-19,Pune,Kharadi,14305.0,51669660,57,2.07
2020-01-20,Chennai,Velachery,8520.0,15847200,83,7.7
2020-01-21,Bengaluru,Indiranagar,7989.0,6327288,78,-0.58
2020-01-22,Bengaluru,HSR Layout,7430.0,19919830,87,8.58
2020-01-23,Hyderabad,Kukatpally,10272.0,39218496,40,4.52
2020-01-24,Hyderabad,Gachibowli,8081.0,12202310,54,13.32
2020-01-25,Pune,Kharadi,9803.0,32006795,81,4.23
2020-01-26,Hyderabad,Jubilee Hills,13061.0,56136178,89,6.7
2020-01-27,Chennai,Velachery,13681.0,45379877,60,6.94
2020-01-28,Mumbai,Powai,5857.0,3707481,40,5.22
2020-01-29,Pune,Hinjewadi,13491.0,39137391,53,13.74
2020-01-30,Mumbai,Andheri,9165.0,14141595,59,2.44
2020-01-31,Hyderabad,Banjara Hills,4326.0,6882666,58,14.4
2020-02-01,Bengaluru,Whitefield,6941.0,17567671,99,4.48
2020-02-02,Hyderabad,Miyapur,7278.0,28093080,55,14.8
2020-02-03,Mumbai,Powai,11679.0,41343660,76,13.05
2020-02-04,Pune,Wakad,12793.0,63657968,78,12.83
2020-02-05,Mumbai,Thane,14636.0,65364376,41,11.41
2020-02-06,Chennai,Anna Nagar,14263.0,64497286,91,8.25
2020-02-07,Chennai,OMR,4407.0,13696956,74,1.16
2020-02-08,Bengaluru,Indiranagar,13472.0,62752576,62,6.48
2020-02-09,Mumbai,Bandra,6846.0,11617662,98,11.99
2020-02-10,Pune,Wakad,4784.0,13505232,64,10.05
2020-02-11,Bengaluru,HSR Layout,5867.0,27398890,93,1.05
2020-02-12,Bengaluru,Whitefield,6202.0,5271700,81,0.53
2020-02-13,Pune,Baner,8437.0,9441003,66,6.47
2020-02-14,Mumbai,Andheri,6119.0,29083607,52,4.53
2020-02-15,Chennai,Anna Nagar,4278.0,13082124,88,1.78
2020-02-16,Hyderabad,Jubilee Hills,13881.0,22390053,94,-1.88
2020-02-17,Chennai,Adyar,8261.0,8789704,65,14.07
2020-02-18,Pune,Baner,4072.0,15200776,95,0.13
2020-02-19,Bengaluru,Electronic City,11246.0,22863118,40,10.36
2020-02-20,Chennai,Anna Nagar,7030.0,8787500,59,9.11
2020-02-21,Mumbai,Thane,6344.0,20865416,67,4.66
2020-02-22,Pune,Baner,8086.0,39435422,88,6.47
2020-02-23,Chennai,Anna Nagar,12964.0,60490024,76,14.69
2020-02-24,Chennai,Adyar,9262.0,43837046,73,8.36
2020-02-25,Chennai,Anna Nagar,13120.0,56009280,67,9.53
2020-02-26,Chennai,Adyar,9711.0,47302281,89,4.26
2020-02-27,Mumbai,Bandra,8987.0,33458601,43,3.03
2020-02-28,Bengaluru,Indiranagar,9027.0,40558311,72,2.54
2020-02-29,Mumbai,Thane,9954.0,38760876,73,7.21
2020-03-01,Pune,Hinjewadi,8081.0,18747920,42,3.18
2020-03-02,Pune,Wakad,9846.0,38596320,57,-0.56
2020-03-03,Bengaluru,Whitefield,14640.0,12941760,83,8.03
2020-03-04,Chennai,OMR,13086.0,58324302,75,8.87
2020-03-05,Bengaluru,Indiranagar,6609.0,12795024,48,3.17
2020-03-06,Hyderabad,Kondapur,14211.0,57483495,72,12.85
2020-03-07,Mumbai,Bandra,12900.0,24651900,79,10.08
2020-03-08,Bengaluru,Electronic City,4977.0,11994570,75,12.09
2020-03-09,Bengaluru,HSR Layout,12623.0,14541696,79,3.24
2020-03-10,Hyderabad,Kondapur,4545.0,13903155,53,8.76
2020-03-11,Mumbai,Bandra,4017.0,20052864,63,11.36
2020-03-12,Hyderabad,Miyapur,6469.0,20616703,47,5.31
2020-03-13,Pune,Wakad,10643.0,35260259,44,7.72
2020-03-14,Hyderabad,Kukatpally,14481.0,33726249,42,0.22
2020-03-15,Pune,Kharadi,10418.0,50131416,87,7.13
2020-03-16,Pune,Baner,8996.0,42731000,57,4.68
2020-03-17,Bengaluru,Whitefield,4893.0,9296700,93,-0.06
2020-03-18,Mumbai,Andheri,11054.0,7406180,53,13.32
2020-03-19,Mumbai,Thane,14755.0,8026720,60,12.89
2020-03-20,Hyderabad,Miyapur,4051.0,6854292,46,8.84
2020-03-21,Mumbai,Bandra,13615.0,19101845,43,13.85
2020-03-22,Hyderabad,Madhapur,12192.0,14264640,82,-0.85
2020-03-23,Mumbai,Bandra,12153.0,11217219,67,9.71
2020-03-24,Mumbai,Andheri,6392.0,14420352,49,6.41
2020-03-25,Bengaluru,HSR Layout,6052.0,27046388,72,-0.66
2020-03-26,Mumbai,Thane,12436.0,22708136,56,3.84
2020-03-27,Bengaluru,HSR Layout,7854.0,14419944,59,6.92
2020-03-28,Mumbai,Andheri,5576.0,18133152,77,10.67
2020-03-29,Chennai,Velachery,4437.0,5657175,65,14.17
2020-03-30,Chennai,OMR,4192.0,10723136,73,2.31
2020-03-31,Hyderabad,Gachibowli,7411.0,12487535,60,7.28
2020-04-01,Bengaluru,Indiranagar,7231.0,5669104,77,8.09
2020-04-02,Chennai,OMR,6738.0,16022964,63,3.94
2020-04-03,Pune,Kharadi,4848.0,23760048,58,13.56
2020-04-04,Hyderabad,Jubilee Hills,11577.0,11704347,45,5.17
