Property_ID,City,Locality,Latitude,Longitude,Property_Type,Area_sqft,Bedrooms,Bathrooms,Floor,Parking,Furnishing,Age,Investment_Score,Risk_Score,Price_INR
251,Chennai,Adyar,18.60889,75.541004,Apartment,4685,1,1,2,No,Unfurnished,10,79,22,56224685
252,Chennai,Adyar,16.444962,75.564307,Villa,2983,3,2,6,No,Unfurnished,16,68,24,19845899
253,Pune,Kharadi,12.513021,77.610723,Apartment,4597,2,1,12,Yes,Semi,23,77,43,35930152
254,Mumbai,Andheri,16.338274,73.251755,Apartment,4668,4,3,21,Yes,Fully,11,93,52,51754116
255,Bengaluru,Electronic City,16.314701,78.452428,Plot,1445,2,1,15,No,Semi,16,51,45,6412910
256,Pune,Wakad,12.470361,78.483243,Apartment,637,3,2,8,No,Semi,26,81,21,6594224
257,Chennai,Velachery,13.846846,77.867354,Apartment,2296,1,1,4,Yes,Unfurnished,13,62,6,25607288
258,Hyderabad,Madhapur,14.294684,77.555513,Villa,1517,1,1,3,No,Unfurnished,3,61,26,6609569
259,Bengaluru,Indiranagar,13.259293,73.21794,Independent House,700,2,1,20,Yes,Semi,16,89,88,4698400
260,Chennai,Adyar,18.403848,76.486536,Villa,4689,2,1,15,Yes,Fully,12,60,89,22450932
261,Mumbai,Andheri,13.128874,79.160297,Villa,4428,5,4,8,Yes,Fully,25,89,1,62341812
262,Mumbai,Andheri,13.043584,78.088411,Plot,1179,4,3,9,No,Fully,29,50,12,5612040
263,Chennai,OMR,12.249801,78.674603,Independent House,4177,3,2,6,Yes,Fully,8,67,48,23382846
264,Mumbai,Powai,12.37469,79.906282,Villa,879,2,1,11,No,Unfurnished,8,82,5,7766844
265,Hyderabad,Jubilee Hills,13.297128,73.093017,Apartment,2883,3,2,20,Yes,Fully,8,71,22,40284159
266,Pune,Wakad,16.372462,79.742558,Villa,1016,4,3,3,No,Semi,25,70,88,12934696
267,Bengaluru,Whitefield,18.404534,79.191051,Plot,3107,4,3,15,No,Fully,11,56,71,20966036
268,Bengaluru,Indiranagar,16.044261,73.425685,Apartment,2815,3,2,10,Yes,Semi,3,68,59,29017020
269,Bengaluru,Electronic City,14.101969,79.753929,Villa,2042,5,4,22,Yes,Semi,0,63,71,14536998
270,Bengaluru,Whitefield,12.612857,74.243922,Apartment,2683,1,1,16,No,Semi,28,95,76,29480804
271,Chennai,Anna Nagar,12.47097,78.643294,Plot,3646,4,3,3,No,Fully,4,77,47,16188240
272,Pune,Kharadi,15.804664,73.300577,Villa,3440,3,2,4,Yes,Fully,25,57,21,28135760
273,Hyderabad,Madhapur,18.480079,72.045963,Independent House,3962,2,1,7,Yes,Semi,18,74,55,31212636
274,Hyderabad,Miyapur,13.8186,78.191845,Apartment,1982,2,1,10,Yes,Semi,24,69,10,10183516
275,Hyderabad,Jubilee Hills,16.10937,75.9821,Villa,4706,4,3,20,Yes,Semi,16,52,43,31619614
276,Mumbai,Powai,16.911399,77.294905,Apartment,2467,4,3,6,No,Unfurnished,17,93,37,10011086
277,Mumbai,Powai,12.397967,73.53523,Independent House,1775,1,1,20,Yes,Semi,16,93,63,9148350
278,Mumbai,Bandra,15.06131,77.279895,Apartment,1657,1,1,22,Yes,Fully,23,52,92,19758068
279,Chennai,Velachery,13.132603,75.502246,Villa,3504,4,3,0,Yes,Unfurnished,17,96,56,29913648
280,Bengaluru,Whitefield,12.589459,74.448269,Independent House,1753,1,1,23,No,Fully,25,86,69,17167129
281,Pune,Kharadi,15.527229,75.350247,Villa,2772,5,4,1,No,Semi,3,99,81,16931376
282,Chennai,Adyar,14.244748,77.453205,Plot,760,3,2,11,No,Semi,11,55,97,9048560
283,Hyderabad,Kondapur,15.06225,76.866725,Independent House,3454,4,3,25,Yes,Semi,10,80,14,15646620
284,Bengaluru,Electronic City,14.948597,74.512372,Villa,3941,4,3,22,Yes,Semi,8,53,87,34393107
285,Chennai,OMR,15.573579,79.961746,Independent House,1412,3,2,0,No,Semi,5,74,2,15815812
286,Pune,Kharadi,16.957009,78.791466,Villa,2906,1,1,7,No,Fully,24,86,42,21152774
287,Mumbai,Andheri,18.316136,72.928026,Plot,3911,3,2,7,No,Unfurnished,10,87,31,16629572
288,Hyderabad,Gachibowli,16.19316,73.401518,Plot,3615,4,3,17,No,Unfurnished,25,56,34,27951180
289,Hyderabad,Madhapur,14.872392,75.644495,Independent House,3522,1,1,16,No,Fully,5,56,66,39048414
290,Chennai,Anna Nagar,18.686557,74.955074,Apartment,2826,1,1,11,No,Unfurnished,10,93,15,39922902
291,Pune,Baner,13.629043,78.319706,Plot,3454,4,3,5,No,Fully,1,51,49,28436782
292,Pune,Kharadi,13.811006,77.156509,Villa,1052,2,1,22,Yes,Fully,16,70,38,7417652
293,Pune,Kharadi,12.88393,78.821995,Plot,4125,3,2,14,Yes,Unfurnished,20,56,11,54796500
294,Hyderabad,Gachibowli,17.811367,77.507839,Villa,2382,4,3,5,Yes,Semi,28,90,44,12919968
295,Bengaluru,Electronic City,18.090464,79.918453,Plot,2783,3,2,19,No,Fully,29,50,8,15114473
296,Bengaluru,Indiranagar,17.502465,75.647479,Villa,4946,4,3,7,No,Semi,23,82,32,50305766
297,Mumbai,Andheri,16.369325,78.127986,Independent House,4606,4,3,12,Yes,Unfurnished,11,81,94,20427610
298,Pune,Kharadi,15.997604,79.206556,Independent House,2120,2,1,8,No,Fully,3,80,37,20750560
299,Pune,Kharadi,17.504553,77.425231,Plot,1892,3,2,13,No,Unfurnished,27,56,20,10530872
300,Pune,Kharadi,15.764023,75.517369,Plot,1820,4,3,3,Yes,Unfurnished,14,52,99,24764740
301,Chennai,Anna Nagar,18.866356,73.261006,Independent House,1354,4,3,4,No,Fully,25,96,13,6862072
302,Chennai,Adyar,14.100858,75.692033,Independent House,1994,3,2,7,No,Unfurnished,24,64,2,7979988
303,Hyderabad,Kondapur,18.517572,75.139663,Independent House,3680,4,3,13,Yes,Fully,30,82,96,53992960
304,Bengaluru,Whitefield,18.316989,79.962062,Apartment,2267,4,3,2,No,Semi,0,50,34,30416339
305,Bengaluru,HSR Layout,14.073979,75.055549,Independent House,3720,1,1,16,Yes,Semi,2,58,7,54970440
306,Hyderabad,Kondapur,16.313182,77.093465,Plot,706,3,2,3,Yes,Fully,14,69,63,4901758
307,Mumbai,Thane,17.838598,76.69034,Plot,4752,5,4,8,Yes,Unfurnished,14,74,98,40710384
308,Bengaluru,Whitefield,12.237013,75.554748,Independent House,636,4,3,18,No,Fully,24,54,14,3395604
309,Hyderabad,Gachibowli,13.557166,72.651935,Apartment,721,2,1,17,Yes,Fully,16,54,18,8834413
310,Hyderabad,Miyapur,12.408809,72.894943,Plot,3844,3,2,2,Yes,Fully,26,96,36,53012604
311,Pune,Wakad,17.608251,75.966039,Villa,4670,1,1,11,Yes,Semi,16,82,38,25881140
312,Chennai,Velachery,12.895988,78.479234,Apartment,1605,5,4,2,No,Fully,5,73,34,23450655
313,Bengaluru,Indiranagar,18.272056,79.664513,Plot,4830,4,3,12,No,Unfurnished,11,92,90,22729980
314,Bengaluru,Electronic City,13.684583,77.941787,Villa,4314,1,1,11,No,Semi,15,71,40,23019504
315,Pune,Kharadi,15.67231,73.148176,Villa,4419,3,2,25,No,Semi,9,55,35,25091082
316,Mumbai,Powai,13.77093,72.194335,Apartment,1269,2,1,14,No,Fully,21,82,12,13457745
317,Pune,Baner,18.265394,75.702746,Independent House,1699,4,3,12,Yes,Unfurnished,2,95,74,11092771
318,Pune,Wakad,14.333,77.651046,Independent House,4652,1,1,21,No,Semi,24,83,58,21510848
319,Bengaluru,HSR Layout,16.67218,73.504587,Independent House,1611,2,1,23,No,Semi,25,52,81,19456047
320,Mumbai,Thane,13.623866,73.106127,Apartment,4630,1,1,18,No,Unfurnished,10,69,81,49897510
321,Mumbai,Bandra,12.187815,78.738221,Plot,2314,3,2,15,No,Semi,26,56,75,9711858
322,Pune,Baner,14.830726,72.817418,Plot,1349,4,3,25,Yes,Unfurnished,23,88,61,7559796
323,Mumbai,Bandra,14.652213,74.367743,Apartment,3378,5,4,10,No,Fully,7,86,52,39441528
324,Pune,Hinjewadi,14.242689,79.010878,Apartment,2871,1,1,24,Yes,Unfurnished,29,91,22,18434691
325,Hyderabad,Madhapur,18.662237,73.228357,Plot,4099,5,4,5,No,Semi,0,83,35,42297581
326,Chennai,Anna Nagar,12.936566,74.428832,Apartment,1082,2,1,18,Yes,Semi,16,98,19,11059122
327,Chennai,OMR,15.651641,78.456152,Independent House,1990,4,3,4,Yes,Semi,22,93,51,28622170
328,Chennai,Velachery,13.411857,74.45013,Apartment,2484,1,1,9,No,Unfurnished,23,68,99,14894064
329,Bengaluru,HSR Layout,18.362182,75.209855,Villa,1101,1,1,7,No,Fully,1,76,81,6051096
330,Pune,Wakad,14.050592,74.257546,Apartment,1542,4,3,6,No,Semi,14,68,25,7859574
331,Mumbai,Andheri,12.721825,76.015855,Villa,4550,3,2,16,No,Unfurnished,0,80,49,47647600
332,Mumbai,Bandra,12.897819,74.595921,Plot,3020,4,3,9,No,Fully,30,89,18,37559740
333,Chennai,Velachery,18.969137,77.827538,Apartment,3998,1,1,2,Yes,Semi,12,62,54,46676650
334,Pune,Hinjewadi,14.457046,75.344832,Villa,4163,4,3,7,No,Semi,8,74,41,61745616
335,Hyderabad,Kondapur,13.654708,78.242339,Plot,2941,1,1,17,No,Fully,2,52,94,22145730
336,Chennai,Anna Nagar,14.272929,75.424302,Apartment,1048,2,1,1,Yes,Semi,10,52,95,13692120
337,Mumbai,Andheri,17.682247,78.100231,Apartment,1599,5,4,6,No,Semi,21,67,69,23529285
338,Hyderabad,Kukatpally,15.494024,76.581682,Villa,4030,3,2,9,Yes,Fully,20,72,72,36028200
339,Pune,Baner,15.046981,77.189798,Villa,3080,4,3,15,Yes,Semi,24,63,42,22825880
340,Bengaluru,Electronic City,13.286701,79.262765,Independent House,4883,4,3,12,No,Unfurnished,3,68,45,67360985
341,Hyderabad,Kondapur,13.890337,79.072604,Independent House,2562,5,4,24,No,Semi,21,96,2,27602988
342,Chennai,Anna Nagar,12.961398,74.922423,Independent House,611,5,4,10,Yes,Fully,5,77,33,5169671
343,Hyderabad,Kondapur,15.932355,75.804444,Independent House,3946,5,4,4,Yes,Semi,19,94,13,32732070
344,Mumbai,Andheri,12.404763,77.320951,Villa,4582,3,2,13,No,Unfurnished,1,95,44,68267218
345,Hyderabad,Miyapur,14.123883,76.661307,Independent House,1717,4,3,15,Yes,Semi,10,100,51,10427341
346,Hyderabad,Jubilee Hills,17.352052,74.696131,Villa,4271,2,1,3,Yes,Fully,23,91,41,59123453
347,Mumbai,Thane,17.705076,78.646024,Villa,2713,3,2,15,Yes,Unfurnished,6,72,87,24237942
348,Mumbai,Thane,14.873451,76.524771,Apartment,2573,3,2,8,Yes,Semi,6,97,27,11521894
349,Mumbai,Powai,18.676027,78.729652,Apartment,4645,1,1,12,Yes,Semi,24,81,23,56506425
350,Mumbai,Andheri,15.588303,79.911257,Villa,1302,5,4,4,Yes,Unfurnished,10,64,41,16617426
351,Bengaluru,Indiranagar,15.883905,76.762671,Plot,2970,2,1,5,Yes,Semi,17,63,43,18847620
352,Pune,Kharadi,12.050443,76.620338,Plot,889,3,2,18,Yes,Unfurnished,10,77,81,12131294
353,Chennai,Anna Nagar,14.263515,72.912448,Plot,1240,4,3,14,Yes,Fully,3,73,5,5303480
354,Bengaluru,HSR Layout,15.110315,72.933709,Villa,4172,3,2,25,No,Unfurnished,11,87,91,48787368
355,Pune,Baner,12.054986,75.271392,Apartment,1567,1,1,18,Yes,Semi,10,63,74,21378581
356,Hyderabad,Kondapur,14.872992,76.986328,Independent House,655,1,1,1,No,Unfurnished,10,85,27,5306810
357,Chennai,Adyar,16.908375,73.701578,Villa,1778,3,2,18,Yes,Semi,4,63,93,14743176
358,Mumbai,Andheri,16.773671,75.050604,Independent House,1944,5,4,4,Yes,Semi,22,79,66,18398016
359,Mumbai,Bandra,13.481335,78.582866,Plot,1064,3,2,10,Yes,Semi,26,67,45,5848808
360,Pune,Hinjewadi,15.421568,76.354259,Independent House,4020,2,1,14,Yes,Semi,8,99,16,32027340
361,Pune,Wakad,16.27059,73.872759,Apartment,2810,3,2,2,No,Semi,18,61,84,23783840
362,Hyderabad,Miyapur,14.574563,76.112852,Villa,1926,1,1,17,No,Fully,14,60,6,15332886
363,Bengaluru,Electronic City,16.80495,78.352319,Plot,2911,1,1,20,Yes,Fully,21,68,41,35799478
364,Chennai,Velachery,15.705016,76.848586,Plot,3807,3,2,23,Yes,Fully,17,100,81,20706273
365,Mumbai,Powai,13.260735,79.496749,Plot,4909,1,1,25,No,Semi,1,59,96,27750577
366,Hyderabad,Kondapur,12.708956,74.516539,Apartment,2991,3,2,11,No,Fully,27,72,98,37115319
367,Hyderabad,Jubilee Hills,12.281692,79.416762,Independent House,2098,4,3,17,Yes,Semi,29,85,69,9738916
368,Hyderabad,Madhapur,17.063091,78.032648,Villa,923,2,1,12,Yes,Unfurnished,27,83,98,3852602
369,Mumbai,Powai,16.792539,75.605148,Independent House,3480,4,3,20,Yes,Fully,28,95,91,21120120
370,Chennai,OMR,15.283099,72.707624,Plot,4542,1,1,10,Yes,Semi,20,78,83,27329214
371,Bengaluru,Indiranagar,15.567916,77.698158,Plot,1116,4,3,21,Yes,Unfurnished,7,65,29,6725016
372,Pune,Baner,16.999949,75.768853,Plot,2956,5,4,9,No,Unfurnished,3,79,79,42386084
373,Pune,Hinjewadi,14.473029,74.794022,Apartment,3193,1,1,10,No,Fully,10,69,19,43217255
374,Bengaluru,Whitefield,18.991244,76.27898,Independent House,517,3,2,8,Yes,Unfurnished,30,84,34,3894561
375,Hyderabad,Kondapur,13.782043,74.937706,Apartment,3911,1,1,7,No,Unfurnished,19,71,10,34565418
376,Bengaluru,Electronic City,16.688399,78.743382,Plot,4747,3,2,19,Yes,Unfurnished,27,51,70,55872190
377,Chennai,Adyar,17.769661,76.358257,Villa,2077,1,1,8,No,Fully,27,93,92,11450501
378,Bengaluru,Whitefield,16.476054,73.83635,Villa,4195,2,1,7,Yes,Semi,18,57,42,21935655
379,Bengaluru,Whitefield,18.426969,72.84106,Villa,1292,4,3,21,No,Unfurnished,2,89,87,17045356
380,Chennai,OMR,13.559166,77.043709,Villa,1808,3,2,7,No,Fully,26,75,65,18264416
381,Hyderabad,Gachibowli,13.261741,75.698394,Plot,3008,1,1,0,No,Unfurnished,18,52,67,35512448
382,Chennai,Velachery,17.458848,72.032169,Villa,4939,3,2,10,Yes,Unfurnished,21,69,2,36089273
383,Hyderabad,Jubilee Hills,12.24681,78.647058,Plot,4198,2,1,10,No,Fully,14,51,37,57222938
384,Mumbai,Powai,14.726211,79.02055,Villa,1489,3,2,12,Yes,Unfurnished,21,70,78,6282091
385,Hyderabad,Gachibowli,13.219609,79.982578,Plot,1943,2,1,1,No,Semi,21,58,65,14974701
386,Mumbai,Bandra,17.160387,76.58595,Plot,3033,1,1,18,No,Unfurnished,2,56,14,28968183
387,Pune,Kharadi,13.882821,73.188492,Independent House,3947,4,3,20,No,Unfurnished,14,66,66,31248399
388,Pune,Wakad,12.514604,79.940574,Villa,505,5,4,0,Yes,Semi,5,50,70,3067875
389,Chennai,Anna Nagar,12.134079,78.698211,Plot,3176,3,2,21,Yes,Fully,7,55,61,20348632
390,Chennai,Velachery,16.21634,78.471176,Apartment,4933,2,1,21,Yes,Unfurnished,26,86,39,70522168
391,Mumbai,Andheri,16.019186,77.386852,Villa,2116,3,2,8,No,Semi,3,77,68,22507892
392,Bengaluru,Indiranagar,13.692516,73.175653,Apartment,4880,2,1,15,No,Fully,28,70,84,36053440
393,Pune,Hinjewadi,18.5463,75.368613,Independent House,1360,3,2,11,No,Fully,13,85,70,10794320
394,Pune,Baner,17.470208,73.769169,Apartment,4100,2,1,15,No,Semi,22,67,93,45329600
395,Hyderabad,Jubilee Hills,17.838563,74.38974,Plot,4351,2,1,15,Yes,Unfurnished,28,60,57,55357773
396,Hyderabad,Jubilee Hills,13.052032,78.231976,Independent House,1204,3,2,23,No,Semi,19,100,1,10364032
397,Mumbai,Powai,17.042468,73.143048,Apartment,2431,3,2,23,No,Semi,13,91,63,11155859
398,Chennai,Velachery,18.630909,75.753048,Apartment,4488,5,4,13,No,Unfurnished,3,99,13,26447784
399,Mumbai,Bandra,16.016744,78.905171,Villa,908,2,1,7,No,Semi,14,50,14,6628400
400,Hyderabad,Kondapur,12.959171,76.097392,Plot,1849,2,1,4,No,Unfurnished,4,63,92,26917742
401,Mumbai,Bandra,13.726766,79.789506,Villa,2602,1,1,14,Yes,Unfurnished,10,79,42,16314540
402,Hyderabad,Gachibowli,13.563432,79.019767,Villa,1180,4,3,7,Yes,Semi,2,91,10,7817500
403,Mumbai,Thane,16.839491,72.962802,Apartment,3182,1,1,10,Yes,Unfurnished,8,88,82,29805794
404,Bengaluru,HSR Layout,16.369018,78.86224,Apartment,538,5,4,0,Yes,Unfurnished,8,86,34,3333986
405,Bengaluru,HSR Layout,12.257441,72.807165,Villa,3951,5,4,20,Yes,Unfurnished,23,56,37,49284774
406,Bengaluru,Whitefield,16.748264,75.708923,Plot,4197,1,1,19,No,Unfurnished,1,87,42,42125289
407,Mumbai,Powai,12.915319,72.232873,Villa,2865,1,1,12,No,Unfurnished,11,71,33,23475810
408,Chennai,Anna Nagar,13.121368,74.919948,Apartment,4116,3,2,21,No,Fully,25,56,15,36562428
409,Mumbai,Powai,12.221646,72.428378,Plot,4739,3,2,12,Yes,Semi,11,62,12,40793312
410,Mumbai,Powai,14.680989,76.163744,Apartment,4599,1,1,19,Yes,Unfurnished,11,57,87,21091014
411,Chennai,Velachery,12.052274,72.508872,Plot,1994,5,4,3,No,Unfurnished,24,71,20,19706702
412,Pune,Baner,14.248596,79.250579,Villa,3450,4,3,15,No,Semi,21,69,91,18391950
413,Chennai,Adyar,18.801011,74.137041,Independent House,1046,3,2,3,Yes,Unfurnished,15,59,100,12383594
414,Mumbai,Bandra,15.977432,76.089066,Plot,3038,3,2,15,Yes,Semi,30,85,84,17863440
415,Bengaluru,Electronic City,13.108219,79.873873,Independent House,4093,1,1,9,Yes,Semi,0,76,48,60032031
416,Hyderabad,Gachibowli,15.742705,75.978788,Independent House,3431,1,1,7,Yes,Semi,0,89,90,21944676
417,Hyderabad,Kukatpally,17.983557,78.926929,Villa,2487,3,2,2,Yes,Semi,13,69,78,21201675
418,Pune,Hinjewadi,18.290368,74.911042,Plot,4532,1,1,0,Yes,Fully,20,63,8,32118284
419,Pune,Baner,14.278004,78.870705,Villa,1961,3,2,9,No,Fully,1,53,8,10059930
420,Bengaluru,Indiranagar,13.941147,76.203335,Plot,4981,4,3,4,Yes,Unfurnished,16,82,11,65046879
421,Chennai,Adyar,16.987966,74.61464,Independent House,1389,4,3,1,Yes,Fully,4,99,71,15459570
422,Mumbai,Bandra,12.842946,79.165493,Plot,3100,5,4,13,No,Semi,7,79,75,39490900
423,Pune,Kharadi,17.597878,78.675385,Plot,3292,2,1,4,No,Unfurnished,25,54,87,25786236
424,Hyderabad,Jubilee Hills,17.417983,78.913818,Independent House,1107,1,1,9,No,Fully,8,51,27,11675529
425,Bengaluru,HSR Layout,13.882948,74.508222,Villa,3570,3,2,13,Yes,Fully,17,81,36,50297730
426,Bengaluru,Electronic City,15.406956,76.184073,Villa,964,1,1,12,Yes,Fully,9,62,7,6319984
427,Mumbai,Andheri,14.942268,76.043098,Apartment,3704,5,4,12,No,Unfurnished,9,61,99,17079144
428,Bengaluru,Whitefield,13.558519,79.732917,Apartment,3684,1,1,17,No,Fully,5,50,53,24642276
429,Pune,Baner,13.215854,77.518706,Apartment,2294,1,1,22,No,Fully,9,79,88,26291534
430,Hyderabad,Madhapur,16.752164,78.718103,Plot,3270,5,4,12,No,Semi,20,84,80,13907310
431,Pune,Kharadi,17.276262,77.420966,Plot,1256,2,1,25,Yes,Fully,11,96,65,12720768
432,Hyderabad,Miyapur,12.683584,72.738735,Villa,4467,3,2,11,No,Unfurnished,15,59,61,45125634
433,Hyderabad,Kukatpally,15.045768,75.763663,Plot,3770,2,1,24,Yes,Unfurnished,30,72,37,44912010
434,Hyderabad,Miyapur,13.901312,76.088771,Villa,1676,1,1,21,No,Unfurnished,28,78,72,24980780
435,Pune,Baner,13.268545,78.219539,Villa,3035,5,4,13,Yes,Unfurnished,22,97,20,42760115
436,Pune,Wakad,13.847801,72.601369,Villa,1060,5,4,5,No,Unfurnished,0,70,94,10754760
437,Hyderabad,Madhapur,16.877812,73.701016,Independent House,2085,3,2,2,No,Unfurnished,11,78,95,8579775
438,Pune,Kharadi,12.863735,77.767354,Independent House,1892,2,1,19,Yes,Semi,2,99,48,17516136
439,Mumbai,Andheri,17.70792,78.638591,Villa,1648,2,1,20,No,Fully,2,71,1,14710048
440,Mumbai,Bandra,18.263749,74.908571,Apartment,1822,2,1,23,No,Semi,17,98,2,21204436
441,Pune,Baner,18.192025,74.434878,Apartment,1095,2,1,12,Yes,Unfurnished,25,66,32,13308630
442,Mumbai,Thane,13.51027,74.08853,Villa,4741,5,4,10,No,Fully,2,82,82,60784361
443,Hyderabad,Kondapur,12.229287,78.390561,Plot,2588,4,3,4,No,Fully,29,77,48,16710716
444,Mumbai,Powai,18.703074,77.426704,Villa,1139,2,1,24,No,Fully,28,54,93,14993796
445,Mumbai,Bandra,18.409447,72.64055,Apartment,1603,1,1,3,No,Fully,4,67,96,12734232
446,Chennai,Anna Nagar,18.803856,79.126634,Apartment,3039,4,3,5,Yes,Semi,19,73,93,27870669
447,Pune,Baner,18.293923,77.091998,Apartment,2811,3,2,7,Yes,Fully,11,51,69,23899122
448,Chennai,Adyar,14.311874,72.726981,Apartment,1766,1,1,22,Yes,Fully,1,88,64,21778312
449,Bengaluru,HSR Layout,14.968597,78.351723,Independent House,883,5,4,21,No,Unfurnished,12,80,28,4898001
450,Pune,Wakad,17.637481,75.661991,Plot,2775,2,1,16,Yes,Unfurnished,16,82,91,34570950
451,Mumbai,Powai,14.004142,73.72083,Independent House,2622,4,3,14,Yes,Fully,9,73,69,23957214
452,Chennai,Velachery,15.070164,74.897674,Plot,4380,5,4,12,No,Unfurnished,28,73,18,47334660
453,Mumbai,Bandra,14.296421,72.190939,Villa,2523,3,2,24,No,Semi,7,94,52,10392237
454,Bengaluru,Whitefield,13.747436,72.592765,Apartment,2367,2,1,6,Yes,Unfurnished,1,100,12,16436448
455,Hyderabad,Banjara Hills,17.589105,74.692215,Apartment,513,5,4,1,Yes,Fully,23,58,65,4463100
456,Hyderabad,Miyapur,17.352266,77.74957,Apartment,4321,3,2,6,No,Unfurnished,15,90,47,28514279
457,Pune,Baner,15.831066,75.311044,Independent House,4513,1,1,25,No,Unfurnished,7,69,96,31961066
458,Mumbai,Thane,16.572048,74.767841,Apartment,1875,5,4,0,Yes,Semi,27,69,85,22786875
459,Bengaluru,Whitefield,18.531009,79.995983,Independent House,2673,5,4,20,No,Unfurnished,9,99,8,21846429
460,Hyderabad,Miyapur,15.688073,78.441172,Villa,1457,5,4,7,No,Unfurnished,22,72,72,14003227
461,Bengaluru,Whitefield,14.266368,73.917567,Apartment,2955,5,4,6,Yes,Semi,1,55,75,37283235
462,Hyderabad,Banjara Hills,15.777062,74.863615,Independent House,3717,1,1,22,Yes,Fully,14,66,91,29512980
463,Hyderabad,Kukatpally,17.686288,77.891282,Plot,4644,5,4,1,Yes,Unfurnished,19,64,3,39864096
464,Hyderabad,Kondapur,17.893159,72.228346,Villa,1051,5,4,24,No,Semi,4,50,11,11915187
465,Chennai,Adyar,12.873079,72.597066,Independent House,3926,4,3,25,Yes,Semi,11,85,62,55792386
466,Mumbai,Andheri,13.033979,78.977587,Independent House,2645,4,3,13,Yes,Fully,26,86,46,34083470
467,Mumbai,Powai,17.002539,78.828017,Independent House,1243,2,1,1,No,Unfurnished,18,63,31,12714647
468,Chennai,Adyar,13.347545,79.031189,Villa,4787,4,3,25,Yes,Semi,15,73,64,45457352
469,Mumbai,Thane,15.633719,73.342425,Apartment,1089,1,1,13,Yes,Semi,15,73,23,10727739
470,Chennai,OMR,17.642047,72.404684,Plot,2101,5,4,13,Yes,Unfurnished,3,78,32,16887838
471,Mumbai,Powai,16.870841,79.820103,Independent House,1745,4,3,20,No,Fully,30,83,100,12888570
472,Bengaluru,Indiranagar,13.764938,73.561972,Plot,697,1,1,25,No,Semi,3,67,44,10434090
473,Bengaluru,HSR Layout,15.159981,72.997608,Apartment,1145,5,4,8,No,Semi,10,72,80,10017605
474,Hyderabad,Kukatpally,12.05512,77.481491,Villa,2941,2,1,10,No,Unfurnished,23,95,42,21466359
475,Bengaluru,Electronic City,15.909645,79.310794,Apartment,1332,1,1,12,No,Unfurnished,4,58,3,19095552
476,Pune,Hinjewadi,14.338193,73.848152,Villa,3776,5,4,21,No,Unfurnished,4,57,41,46542976
477,Hyderabad,Jubilee Hills,16.940185,74.539909,Independent House,3302,5,4,21,Yes,Semi,5,83,82,46000162
478,Pune,Hinjewadi,13.869514,77.093354,Apartment,1741,4,3,9,Yes,Fully,28,79,41,7740486
479,Pune,Wakad,17.251183,76.981993,Apartment,3115,5,4,13,No,Fully,24,69,50,19652535
480,Mumbai,Thane,15.238612,73.707511,Independent House,3550,1,1,1,No,Semi,12,89,37,27576400
481,Bengaluru,Indiranagar,18.19875,72.57122,Apartment,2825,5,4,0,Yes,Semi,9,80,18,35741900
482,Mumbai,Bandra,18.415267,73.212871,Apartment,671,3,2,24,Yes,Fully,19,68,3,4223945
483,Chennai,Anna Nagar,17.539004,73.591983,Plot,2322,4,3,18,No,Semi,9,96,20,23173560
484,Bengaluru,Indiranagar,15.688155,74.842292,Apartment,1978,1,1,4,Yes,Semi,14,68,3,19008580
485,Pune,Baner,14.195685,76.557826,Plot,1813,4,3,10,Yes,Semi,21,93,49,21937300
486,Pune,Hinjewadi,17.03178,78.024124,Plot,2254,3,2,19,Yes,Unfurnished,27,84,20,23948750
487,Mumbai,Bandra,14.667889,76.779059,Independent House,1953,2,1,9,Yes,Semi,26,100,64,9138087
488,Bengaluru,Indiranagar,15.127898,79.51853,Villa,4493,4,3,11,No,Semi,11,71,20,46713721
489,Bengaluru,Indiranagar,12.870399,76.24186,Plot,4589,2,1,23,Yes,Unfurnished,24,72,91,37203023
490,Bengaluru,Indiranagar,17.899829,76.412225,Plot,2108,1,1,21,No,Unfurnished,16,76,79,28656152
491,Pune,Kharadi,13.365971,72.853396,Apartment,4434,2,1,9,No,Semi,16,93,23,40296192
492,Chennai,OMR,17.066522,73.070925,Apartment,3976,5,4,10,No,Unfurnished,8,59,89,48348160
493,Mumbai,Andheri,18.555797,79.92428,Independent House,4685,5,4,12,No,Semi,10,77,52,69085010
494,Bengaluru,Whitefield,16.525151,77.422128,Villa,4484,2,1,15,Yes,Fully,9,71,36,35522248
495,Chennai,Adyar,15.598035,78.407167,Plot,926,2,1,23,No,Semi,8,68,77,13331622
496,Pune,Hinjewadi,18.881306,72.814002,Independent House,4349,4,3,6,Yes,Semi,27,95,14,46712609
