Recommendation_ID,User_Budget_INR,Preferred_BHK,Preferred_City,Preferred_Locality,Recommended_Property_ID,Recommended_Price_INR,Area_sqft,Recommendation_Score,Similarity_Score,Investment_Score
351,6500000,3,Pune,Hinjewadi,9575,7100000,2023,75.89,74.69,83
352,3000000,3,Mumbai,Powai,5290,3900000,2350,81.52,63.83,90
353,5600000,3,Chennai,Velachery,1563,20800000,1813,87.87,84.62,93
354,5300000,4,Mumbai,Thane,4365,13000000,1081,74.74,60.51,77
355,11600000,2,Bengaluru,HSR Layout,7246,17000000,1532,82.03,95.98,91
356,18100000,3,Mumbai,Thane,3482,6700000,2888,76.39,98.06,72
357,12500000,5,Pune,Kharadi,4991,17800000,2997,94.67,77.62,52
358,13000000,4,Mumbai,Bandra,7743,11500000,2648,95.88,64.08,88
359,13600000,3,Mumbai,Powai,1129,24500000,3296,76.56,92.16,84
360,19500000,4,Chennai,Anna Nagar,3817,6600000,639,88.4,69.16,57
361,17300000,3,Pune,Baner,525,17800000,2480,84.48,65.44,96
362,9500000,1,Mumbai,Bandra,5224,19200000,1492,70.79,94.23,68
363,7700000,2,Chennai,Anna Nagar,6369,10100000,1724,91.58,71.21,64
364,10100000,1,Chennai,Anna Nagar,3475,11400000,1253,77.51,72.99,87
365,19800000,3,Mumbai,Andheri,4870,11800000,2151,83.2,86.65,61
366,3300000,5,Mumbai,Thane,677,14900000,2548,88.81,60.23,91
367,16200000,4,Hyderabad,Kondapur,9861,11700000,2766,99.5,73.61,97
368,13400000,5,Bengaluru,Electronic City,9121,14600000,770,86.04,63.77,71
369,18700000,1,Pune,Wakad,5243,4500000,768,81.0,61.29,65
370,10000000,1,Chennai,Anna Nagar,9911,19200000,1980,84.51,60.13,70
371,3600000,4,Pune,Hinjewadi,3355,13300000,1386,82.6,90.35,61
372,11400000,2,Bengaluru,Whitefield,1408,5300000,1648,96.7,93.06,55
373,16700000,3,Hyderabad,Gachibowli,8299,22900000,2920,88.84,78.22,68
374,8900000,1,Mumbai,Powai,2326,6300000,941,72.51,69.14,98
375,9300000,5,Chennai,Velachery,3377,23600000,3120,90.68,64.59,77
376,13100000,1,Hyderabad,Kondapur,7821,24700000,1416,94.66,69.51,53
377,17100000,2,Hyderabad,Gachibowli,951,21300000,1511,79.86,61.92,51
378,10200000,2,Chennai,Anna Nagar,8555,13800000,657,94.67,83.94,70
379,12800000,1,Chennai,OMR,1219,15300000,2028,97.22,63.45,90
380,15100000,2,Chennai,Adyar,4077,4300000,1937,88.74,79.08,80
381,7400000,4,Bengaluru,Electronic City,7247,11900000,2965,79.06,99.38,87
382,8900000,2,Hyderabad,Madhapur,1385,3500000,1303,72.0,78.18,86
383,14000000,4,Bengaluru,Indiranagar,6323,7600000,2108,97.87,89.49,92
384,11400000,5,Hyderabad,Kondapur,7873,12100000,1122,75.21,75.45,65
385,14700000,2,Chennai,OMR,3992,18500000,987,71.08,62.75,59
386,16800000,3,Mumbai,Powai,2266,20400000,1335,72.49,79.94,79
387,14400000,1,Pune,Wakad,9646,10000000,1581,89.26,64.13,65
388,17700000,2,Pune,Baner,9889,17900000,2381,77.98,99.35,74
389,17200000,3,Chennai,OMR,28,9900000,2201,79.37,88.7,65
390,11200000,4,Pune,Wakad,2172,22400000,1011,81.72,77.58,57
391,16500000,5,Chennai,OMR,8162,23200000,2424,92.12,64.56,96
392,15800000,5,Pune,Hinjewadi,2179,7800000,741,98.2,99.31,55
393,3800000,4,Hyderabad,Kondapur,1046,18500000,1724,77.82,70.4,100
394,13900000,5,Pune,Baner,4699,15700000,3159,76.53,89.95,97
395,7500000,1,Mumbai,Thane,5293,11800000,3887,98.5,81.95,60
396,5300000,2,Chennai,Adyar,8004,7100000,1761,95.69,98.72,54
397,6900000,2,Mumbai,Thane,4534,12000000,1938,76.92,85.75,77
398,13400000,2,Hyderabad,Kondapur,7962,11700000,1282,74.75,71.32,75
399,7700000,2,Mumbai,Thane,46,17600000,3073,90.68,98.75,83
400,12100000,3,Bengaluru,HSR Layout,5721,10600000,3980,86.28,67.98,82
401,19900000,3,Chennai,Velachery,4762,23500000,1520,95.74,85.94,69
402,12600000,4,Bengaluru,Indiranagar,1915,18200000,2911,90.28,69.62,63
403,14800000,2,Pune,Kharadi,4423,13000000,1043,75.72,82.0,97
404,6600000,3,Hyderabad,Kondapur,5452,19900000,3675,71.85,85.38,85
405,15100000,1,Pune,Baner,5675,20500000,2734,94.32,64.66,69
406,14600000,3,Mumbai,Thane,1337,18000000,3793,72.64,79.27,92
407,7300000,2,Hyderabad,Kukatpally,7964,20200000,927,83.67,96.84,65
408,14400000,1,Bengaluru,HSR Layout,2405,16200000,1794,75.77,62.7,65
409,9100000,2,Mumbai,Andheri,8620,23000000,3754,99.41,91.49,71
410,4000000,1,Chennai,Adyar,4343,3800000,1517,83.42,93.4,89
411,12100000,2,Chennai,Velachery,3519,23800000,2316,85.73,76.63,76
412,7500000,2,Mumbai,Powai,1876,10900000,1913,94.46,83.88,75
413,5500000,1,Chennai,OMR,5349,11900000,1512,95.96,81.21,60
414,10500000,4,Hyderabad,Gachibowli,7014,4200000,2320,86.43,85.04,65
415,15000000,4,Hyderabad,Gachibowli,4562,9500000,1758,98.3,65.73,64
416,7600000,2,Bengaluru,Whitefield,7241,9000000,3393,79.93,72.18,64
417,13500000,2,Pune,Baner,2273,23200000,957,99.17,68.22,61
418,13500000,5,Hyderabad,Gachibowli,8434,17400000,1207,86.69,86.06,64
419,8900000,1,Hyderabad,Kukatpally,9347,4900000,3243,95.42,88.28,75
420,6200000,4,Hyderabad,Madhapur,8516,15300000,3749,93.31,62.75,52
421,15800000,1,Mumbai,Bandra,7812,16400000,2691,82.66,74.12,99
422,17200000,3,Pune,Kharadi,882,7700000,1117,91.14,60.42,72
423,13900000,3,Hyderabad,Kukatpally,2469,7800000,3660,81.94,98.72,65
424,12500000,4,Mumbai,Andheri,2268,18700000,1779,73.33,61.95,98
425,14000000,3,Mumbai,Andheri,7995,10000000,813,75.34,92.09,92
426,3000000,4,Mumbai,Bandra,5303,24100000,2170,87.04,67.68,88
427,8800000,1,Chennai,Anna Nagar,8482,23600000,3893,73.35,96.47,53
428,11400000,4,Chennai,OMR,5959,16900000,2117,94.29,76.98,79
429,12400000,3,Hyderabad,Madhapur,4018,4400000,1458,77.82,73.9,64
430,14200000,1,Mumbai,Powai,9417,7400000,3439,98.36,96.4,75
431,19800000,4,Chennai,Anna Nagar,9586,18000000,2874,91.38,92.04,50
432,19400000,1,Bengaluru,HSR Layout,6481,24900000,2759,90.93,92.26,58
433,3000000,1,Bengaluru,HSR Layout,7615,19600000,1032,76.07,61.76,78
434,14200000,4,Bengaluru,Whitefield,6522,18900000,3395,81.75,88.94,60
435,11200000,1,Hyderabad,Kukatpally,8737,18800000,1375,75.2,88.43,74
436,12900000,3,Bengaluru,Whitefield,1670,15900000,2632,78.67,60.48,65
437,11900000,2,Hyderabad,Gachibowli,9301,11600000,1568,90.51,98.49,65
438,8500000,3,Mumbai,Andheri,1807,9500000,1139,98.31,75.53,99
439,17000000,1,Hyderabad,Kukatpally,4269,10800000,3129,99.43,64.86,79
440,13900000,3,Bengaluru,Electronic City,9127,4400000,2062,93.32,65.87,97
441,6000000,4,Chennai,OMR,9264,20500000,1555,70.15,94.54,58
442,13200000,3,Bengaluru,HSR Layout,8580,11600000,1220,98.81,64.63,99
443,19700000,2,Pune,Hinjewadi,9095,8600000,2013,82.83,93.0,62
444,10300000,1,Mumbai,Powai,6678,22400000,2390,84.14,67.78,86
445,7600000,2,Mumbai,Andheri,6872,3600000,1271,87.43,73.46,53
446,17000000,3,Hyderabad,Gachibowli,7612,5700000,2760,94.82,88.1,70
447,9000000,4,Hyderabad,Kondapur,1609,17400000,3937,76.2,79.75,69
448,3700000,3,Mumbai,Powai,9833,12600000,2973,98.65,77.47,97
449,3500000,3,Hyderabad,Madhapur,676,18200000,3513,83.35,78.36,98
450,8600000,5,Mumbai,Powai,5224,17800000,3398,96.41,95.13,56
451,8500000,4,Mumbai,Thane,7293,16300000,961,81.01,79.76,70
452,13300000,1,Chennai,Adyar,181,18500000,1420,94.13,92.65,100
453,11700000,5,Bengaluru,Indiranagar,4462,8000000,3273,95.89,67.49,56
454,10500000,5,Mumbai,Powai,7141,19800000,3736,95.1,98.14,67
455,3900000,2,Pune,Kharadi,8766,11000000,3091,89.34,89.61,52
456,5400000,1,Mumbai,Andheri,3024,22000000,1379,74.53,86.75,72
457,10700000,3,Mumbai,Thane,1207,23900000,3298,79.1,77.73,80
458,19400000,2,Chennai,Anna Nagar,6375,18600000,1167,95.03,60.43,59
459,6200000,2,Hyderabad,Gachibowli,3905,6400000,977,77.33,87.73,76
460,3500000,5,Hyderabad,Gachibowli,7255,7300000,2164,89.55,64.78,63
461,15100000,4,Pune,Baner,4838,12500000,1103,80.74,99.77,71
462,5600000,4,Mumbai,Thane,3517,19200000,3479,91.3,98.26,61
463,17200000,1,Mumbai,Bandra,5917,18900000,1397,87.15,86.73,91
464,15500000,1,Pune,Hinjewadi,2302,13600000,2730,82.45,82.29,92
465,5700000,5,Pune,Baner,7383,15900000,3000,98.98,72.9,75
466,13400000,1,Pune,Kharadi,9289,6400000,1015,79.23,83.25,58
467,13100000,1,Chennai,OMR,4823,21600000,980,88.08,98.11,79
468,9800000,5,Pune,Kharadi,672,13200000,1124,75.53,65.54,54
469,18300000,1,Mumbai,Thane,3315,21000000,898,77.82,79.53,54
470,17200000,3,Hyderabad,Gachibowli,9770,5700000,3147,79.88,60.46,58
471,19900000,4,Mumbai,Thane,5767,25000000,3761,91.63,83.88,92
472,6800000,4,Chennai,Anna Nagar,7124,10400000,3442,81.83,80.95,64
473,11600000,2,Mumbai,Powai,787,14600000,3397,77.9,97.17,56
474,16400000,2,Mumbai,Andheri,5828,15800000,2888,77.24,82.47,72
475,14600000,2,Pune,Kharadi,3235,10700000,2491,93.54,72.84,83
476,17200000,1,Pune,Baner,9024,11000000,2728,95.78,90.42,70
477,11900000,4,Bengaluru,Electronic City,3570,8000000,3515,81.88,93.81,74
478,5700000,1,Pune,Hinjewadi,776,23000000,3255,94.34,84.06,77
479,7800000,2,Chennai,Anna Nagar,3810,16500000,3048,91.42,80.86,68
480,19200000,2,Pune,Hinjewadi,9595,23800000,1168,86.96,60.78,73
481,17800000,1,Mumbai,Powai,5116,23000000,2756,72.31,98.1,60
482,4300000,2,Pune,Kharadi,9225,11800000,3102,76.28,97.85,96
483,3700000,2,Pune,Kharadi,4765,15200000,929,91.36,93.28,73
484,15400000,5,Chennai,OMR,9775,10900000,1173,86.56,79.05,87
485,10900000,3,Hyderabad,Kondapur,2002,21400000,2008,81.75,83.42,91
486,14800000,5,Chennai,Adyar,9263,24700000,1337,85.09,92.69,75
487,7400000,5,Mumbai,Bandra,4861,12900000,2171,78.33,77.75,69
488,18100000,3,Bengaluru,Whitefield,949,10500000,3733,84.43,77.97,56
489,18800000,1,Pune,Wakad,9839,6500000,2692,89.39,86.69,74
490,12300000,2,Chennai,Velachery,4585,10500000,874,96.3,85.59,68
491,17500000,1,Pune,Wakad,4534,6400000,3177,93.79,92.55,85
492,19400000,5,Hyderabad,Kondapur,650,5700000,2208,97.8,79.01,87
493,17100000,1,Bengaluru,Indiranagar,8889,21500000,3429,92.92,60.63,86
494,11400000,1,Bengaluru,Electronic City,5534,4500000,2717,90.47,95.97,89
495,9400000,3,Pune,Wakad,9444,16900000,740,91.86,83.69,97
496,11600000,3,Pune,Baner,3411,7300000,2778,87.2,69.96,63
497,17500000,1,Mumbai,Powai,5051,11000000,1854,71.1,94.31,67
498,9100000,3,Bengaluru,Whitefield,5173,23000000,2439,82.49,77.94,86
499,14200000,1,Pune,Kharadi,6077,18300000,1557,83.45,86.15,75
500,18500000,1,Bengaluru,HSR Layout,9664,9600000,2543,92.52,89.28,87
501,9000000,2,Bengaluru,HSR Layout,4290,16700000,3355,86.3,76.87,85
502,10100000,3,Bengaluru,Indiranagar,8059,11500000,3987,94.63,97.06,60
503,6200000,4,Mumbai,Powai,3319,24800000,1827,94.61,78.52,99
504,14900000,2,Bengaluru,HSR Layout,2014,13200000,2485,83.51,78.56,64
505,16700000,2,Pune,Hinjewadi,9405,4300000,1933,90.02,74.48,78
506,9800000,3,Pune,Hinjewadi,1613,5000000,1105,76.31,88.48,91
507,18100000,3,Hyderabad,Kukatpally,5368,13400000,2811,75.35,99.02,84
508,16500000,3,Hyderabad,Gachibowli,6911,18900000,2150,75.14,73.56,81
509,12200000,3,Pune,Kharadi,3125,13100000,3933,83.25,71.65,85
510,4900000,1,Chennai,Adyar,7531,8800000,2092,89.01,76.43,70
511,15900000,2,Chennai,Adyar,5428,12500000,1232,95.49,97.79,67
512,16700000,4,Bengaluru,Indiranagar,6459,24500000,2423,81.62,90.4,94
513,18700000,1,Hyderabad,Madhapur,5228,6600000,2698,99.43,89.1,99
514,3400000,4,Hyderabad,Kondapur,311,3900000,3348,88.02,87.49,67
515,11200000,3,Pune,Wakad,2897,7400000,3135,96.83,70.33,70
516,12600000,1,Mumbai,Thane,9919,12600000,967,72.93,61.14,77
517,10700000,2,Hyderabad,Kukatpally,4685,21700000,3964,84.77,68.5,50
518,18600000,1,Chennai,Adyar,547,4300000,609,99.68,99.24,75
519,9800000,5,Bengaluru,Whitefield,5709,11900000,3103,74.27,79.76,62
520,18600000,1,Pune,Wakad,772,22400000,2759,76.06,80.41,50
521,6700000,1,Pune,Hinjewadi,9103,11500000,2289,78.57,97.36,50
522,11000000,5,Hyderabad,Kondapur,7725,12300000,3984,91.16,77.84,99
523,10300000,4,Mumbai,Powai,7033,21900000,2667,94.82,62.01,98
524,9400000,1,Hyderabad,Kondapur,3221,14100000,2102,90.7,81.74,52
525,12900000,5,Bengaluru,Whitefield,6603,9800000,2953,96.33,85.52,71
526,3900000,4,Pune,Kharadi,4304,4400000,3688,86.15,91.55,78
527,18600000,3,Chennai,OMR,7888,23800000,1406,83.22,93.67,57
528,16900000,4,Hyderabad,Kukatpally,4484,24100000,1528,71.59,88.52,51
529,6200000,4,Pune,Hinjewadi,1027,18200000,3521,90.96,76.33,62
530,13900000,5,Bengaluru,Whitefield,1833,13400000,2221,85.46,85.2,72
531,16300000,5,Chennai,Anna Nagar,9457,3500000,3366,82.59,92.02,90
532,16100000,3,Chennai,Adyar,5993,8500000,1211,83.43,80.17,91
533,17000000,1,Bengaluru,Indiranagar,8550,15700000,1395,84.14,92.52,64
534,4600000,4,Mumbai,Powai,7978,24800000,712,99.46,62.59,65
535,13700000,5,Pune,Wakad,4811,9200000,1509,78.8,93.16,75
536,5200000,4,Hyderabad,Kukatpally,3896,7800000,3926,70.25,67.47,70
537,16500000,2,Pune,Wakad,5228,11100000,2810,86.63,82.29,55
538,6000000,2,Bengaluru,HSR Layout,9936,22800000,3358,75.36,67.61,52
539,17700000,3,Bengaluru,HSR Layout,2172,10800000,3540,91.61,81.89,72
540,5000000,1,Bengaluru,Indiranagar,5891,24800000,960,76.16,79.04,56
541,17800000,4,Hyderabad,Gachibowli,7460,16600000,3336,87.54,77.61,61
542,8900000,2,Pune,Kharadi,7141,7100000,2482,86.6,74.55,70
543,11400000,5,Pune,Baner,1361,9300000,2429,72.27,80.12,60
544,12400000,2,Chennai,Adyar,1452,10600000,1146,86.44,72.59,62
545,7700000,3,Chennai,Adyar,2856,24800000,3133,98.22,89.18,50
546,4200000,3,Chennai,Velachery,1529,14800000,1785,74.49,81.69,80
547,9800000,3,Hyderabad,Kondapur,9485,17500000,2930,98.05,95.31,92
548,6900000,5,Mumbai,Andheri,99,12500000,3684,85.25,86.09,89
549,18200000,2,Mumbai,Powai,640,11600000,1683,70.15,60.03,65
550,13800000,5,Hyderabad,Madhapur,1550,16500000,1302,84.0,92.12,57
551,6900000,4,Chennai,Velachery,4433,9800000,2355,92.91,69.9,92
552,8100000,4,Bengaluru,Indiranagar,6,16800000,1562,78.1,93.11,50
553,12300000,3,Bengaluru,Whitefield,3343,16300000,1798,91.79,74.19,54
554,4800000,5,Chennai,Velachery,9607,4100000,600,85.17,97.7,80
555,3200000,4,Hyderabad,Madhapur,5263,21200000,2674,70.77,64.6,62
556,7100000,2,Mumbai,Powai,3553,9900000,1997,94.0,86.75,97
557,15400000,3,Hyderabad,Gachibowli,3603,10800000,1566,74.02,80.46,78
558,9700000,1,Mumbai,Andheri,3947,12500000,3507,90.67,95.67,87
559,17100000,3,Mumbai,Powai,2578,15300000,3308,96.91,82.38,63
560,6500000,2,Pune,Wakad,2348,18300000,1217,85.8,81.29,81
561,10100000,4,Chennai,OMR,1145,21800000,1714,74.02,66.83,52
562,16000000,2,Pune,Baner,6826,22600000,2121,99.72,72.95,58
563,18000000,1,Bengaluru,Electronic City,5177,14700000,2143,78.38,82.93,75
564,11100000,4,Pune,Hinjewadi,4638,21700000,2016,86.88,94.15,57
565,19400000,1,Hyderabad,Kukatpally,797,9700000,906,76.07,99.81,50
566,18100000,4,Pune,Kharadi,4955,24700000,868,97.47,64.16,76
567,4400000,5,Chennai,Anna Nagar,2082,12000000,738,79.73,89.66,60
568,10100000,4,Pune,Kharadi,7427,11800000,2987,78.72,83.55,58
569,5500000,4,Pune,Hinjewadi,7869,6600000,2072,86.38,90.35,61
570,8600000,2,Hyderabad,Gachibowli,1953,8600000,1092,80.5,68.53,72
571,4600000,3,Mumbai,Thane,1753,9900000,1357,90.07,94.31,55
572,4800000,5,Pune,Wakad,7631,4200000,3046,99.29,88.9,61
573,15300000,4,Pune,Baner,4882,21400000,3810,87.53,84.49,73
574,5100000,5,Hyderabad,Kondapur,3079,11400000,2728,82.13,94.49,54
575,15700000,2,Pune,Wakad,9502,22500000,2913,88.88,77.64,73
576,8000000,1,Bengaluru,Indiranagar,1437,20200000,1328,75.93,99.23,57
577,3600000,3,Hyderabad,Kondapur,6364,20400000,3714,82.16,71.85,81
578,19800000,1,Mumbai,Andheri,8326,10400000,3820,94.76,89.56,67
579,14400000,2,Mumbai,Thane,4984,11500000,3601,76.53,82.16,64
580,15300000,2,Hyderabad,Kukatpally,4730,6500000,2357,78.34,60.27,88
581,10400000,2,Chennai,Adyar,4592,6400000,3984,93.49,81.91,88
582,18300000,5,Bengaluru,HSR Layout,583,7600000,2620,85.77,74.29,95
583,5100000,1,Chennai,Anna Nagar,7656,10000000,3491,83.16,78.27,83
584,16600000,2,Mumbai,Andheri,1435,20800000,3227,75.87,97.86,93
585,15800000,2,Chennai,Adyar,8773,21700000,1857,90.29,76.87,55
586,3000000,4,Pune,Kharadi,2011,6600000,2436,83.91,79.38,86
587,11600000,2,Bengaluru,Indiranagar,5602,16500000,3487,92.33,64.43,81
588,13800000,4,Bengaluru,Electronic City,4021,20400000,3984,76.74,98.39,85
589,14800000,1,Hyderabad,Madhapur,2770,7800000,2630,94.03,79.53,93
590,5900000,3,Pune,Hinjewadi,4351,11400000,2631,92.4,79.93,61
591,10900000,3,Mumbai,Andheri,5748,9100000,2275,78.64,79.74,54
592,11900000,3,Bengaluru,HSR Layout,2118,6800000,1419,72.18,66.18,75
593,14600000,2,Hyderabad,Kondapur,9366,6200000,3831,97.68,87.79,54
594,19100000,3,Chennai,Velachery,48,17700000,1986,88.74,68.76,93
595,16000000,5,Hyderabad,Kukatpally,1115,20200000,2323,75.11,94.31,83
596,6900000,5,Bengaluru,Indiranagar,6345,7800000,866,85.94,95.34,97
597,18600000,1,Hyderabad,Kukatpally,3643,4000000,1968,76.14,75.41,59
598,11300000,5,Chennai,Anna Nagar,6805,6800000,1592,75.01,83.96,99
599,3900000,3,Mumbai,Powai,975,12900000,1526,76.32,67.09,92
600,18300000,5,Mumbai,Andheri,2663,22700000,1543,84.33,63.41,98
601,7300000,1,Mumbai,Andheri,8326,10600000,2791,88.64,80.5,51
602,3900000,2,Bengaluru,Electronic City,4966,14400000,2059,73.88,83.45,74
603,8600000,5,Pune,Hinjewadi,5272,17800000,1569,98.23,70.42,97
604,3100000,2,Pune,Wakad,7455,11300000,2315,97.99,95.43,54
605,5600000,1,Hyderabad,Kukatpally,5375,10700000,942,74.25,74.88,86
606,3600000,3,Bengaluru,Whitefield,3043,5700000,3268,84.8,93.29,92
607,4100000,5,Hyderabad,Kondapur,8137,6500000,1984,84.4,95.09,78
608,10100000,3,Bengaluru,Electronic City,9332,8100000,2687,72.49,65.15,80
609,14000000,4,Chennai,Adyar,3382,11900000,2066,96.96,60.78,73
610,3900000,3,Pune,Kharadi,2804,5300000,3872,84.34,78.53,90
611,6000000,1,Bengaluru,HSR Layout,6260,22100000,3496,89.27,71.52,64
612,15900000,5,Hyderabad,Kondapur,9343,22200000,2770,74.01,64.05,84
613,3200000,2,Mumbai,Powai,145,19200000,3805,86.93,96.65,80
614,4600000,4,Bengaluru,HSR Layout,5349,13500000,2935,81.17,73.42,70
615,9900000,4,Chennai,Velachery,5684,12700000,3462,74.3,64.66,86
616,11900000,2,Chennai,Velachery,5131,3700000,1470,70.22,86.17,91
617,9400000,1,Bengaluru,HSR Layout,9400,8300000,3540,90.56,71.02,99
618,3900000,1,Chennai,Adyar,7996,17100000,1607,85.6,76.82,64
619,17300000,4,Chennai,Adyar,9419,24700000,1475,92.67,96.98,91
620,4200000,1,Hyderabad,Gachibowli,7760,23200000,2826,71.47,79.68,95
621,5100000,4,Bengaluru,Indiranagar,8705,14200000,1650,86.41,91.75,78
622,3700000,1,Hyderabad,Madhapur,7784,14800000,1135,84.7,96.02,77
623,4600000,5,Hyderabad,Kondapur,3296,3700000,2802,86.98,84.97,98
624,3900000,2,Chennai,Adyar,3526,18800000,2457,72.14,88.14,72
625,8000000,5,Hyderabad,Kukatpally,5480,23800000,3194,99.09,64.81,54
626,4700000,2,Mumbai,Powai,7443,19200000,1791,83.1,99.31,65
627,7900000,4,Pune,Baner,4809,11900000,2506,94.35,97.19,88
628,4800000,2,Mumbai,Thane,6720,19100000,1710,93.78,99.76,91
629,3000000,3,Hyderabad,Kondapur,4640,6100000,3459,83.33,78.8,60
630,14700000,2,Hyderabad,Gachibowli,9685,11900000,2707,73.2,68.57,60
631,7400000,5,Chennai,OMR,2079,6400000,2710,74.86,98.11,93
632,17400000,5,Pune,Baner,8429,11400000,1472,71.05,78.71,72
633,11300000,2,Pune,Baner,5933,7800000,945,92.54,66.51,61
634,18400000,5,Bengaluru,HSR Layout,8036,22500000,3212,85.02,67.86,86
635,12100000,4,Chennai,Velachery,47,4500000,776,84.51,75.87,56
636,19400000,2,Hyderabad,Kukatpally,503,23400000,3627,72.61,65.39,82
637,6500000,5,Mumbai,Powai,9894,15700000,2010,85.63,66.9,91
638,6400000,4,Pune,Wakad,6820,24900000,2149,87.42,83.46,97
639,5600000,2,Hyderabad,Kondapur,5029,14400000,3777,98.94,61.11,85
640,4200000,4,Bengaluru,Electronic City,8904,9000000,1972,71.07,96.91,92
641,6200000,4,Hyderabad,Madhapur,2917,8600000,723,88.36,98.58,77
642,10000000,4,Pune,Wakad,5888,8400000,1336,81.68,78.8,97
643,10800000,2,Hyderabad,Madhapur,1757,9300000,3102,70.09,84.38,60
644,15500000,3,Bengaluru,Whitefield,6985,8100000,1436,83.81,94.27,76
645,7600000,1,Bengaluru,Whitefield,3400,14500000,2569,86.61,98.45,55
646,18000000,1,Pune,Hinjewadi,4619,12900000,1535,79.79,62.58,98
647,4900000,2,Bengaluru,HSR Layout,4888,20500000,2329,82.72,61.93,53
648,14200000,5,Mumbai,Powai,228,21000000,1688,75.8,61.12,95
649,12400000,4,Chennai,Adyar,1546,24900000,1480,94.23,79.06,74
650,15100000,1,Pune,Baner,6225,22700000,1662,95.57,75.72,89
651,16200000,5,Pune,Baner,8141,23000000,1778,88.2,86.37,100
652,15200000,2,Pune,Hinjewadi,217,19800000,983,73.51,99.94,77
653,3900000,1,Pune,Hinjewadi,5931,21300000,3858,82.07,95.08,93
654,10300000,4,Pune,Hinjewadi,4485,15300000,3431,85.66,91.09,73
655,10500000,2,Mumbai,Thane,648,19500000,2815,82.95,64.08,50
656,18500000,3,Pune,Kharadi,4538,18700000,1858,74.88,70.55,95
657,8100000,3,Mumbai,Thane,7853,24100000,3401,84.2,68.05,56
658,14400000,5,Bengaluru,HSR Layout,6625,11800000,3464,74.36,78.96,88
659,16400000,2,Chennai,Velachery,3452,3800000,3594,87.4,76.94,87
660,5900000,4,Mumbai,Bandra,3302,15200000,2770,83.0,62.27,95
661,12000000,4,Hyderabad,Kukatpally,9245,17300000,3777,72.61,75.36,56
662,5000000,5,Bengaluru,Whitefield,1853,7200000,3198,80.37,73.55,60
663,13500000,2,Chennai,Velachery,3616,5900000,1364,94.43,75.66,90
664,9600000,1,Chennai,OMR,9130,13300000,1132,76.84,74.9,82
665,17200000,1,Chennai,OMR,6057,4300000,3751,86.95,88.24,95
666,15400000,3,Mumbai,Bandra,3913,15300000,2551,92.9,72.12,67
667,9100000,5,Chennai,Velachery,6000,15100000,799,86.97,81.24,76
668,10900000,3,Bengaluru,Indiranagar,4052,13000000,1970,83.05,72.66,66
669,8600000,2,Mumbai,Thane,3049,19300000,771,88.23,75.05,57
670,17700000,3,Chennai,Adyar,226,10300000,1444,72.92,66.61,69
671,16800000,4,Bengaluru,Indiranagar,1702,9400000,3130,73.78,71.12,60
672,4200000,3,Pune,Hinjewadi,9301,4300000,2263,90.4,63.69,100
673,18300000,4,Pune,Kharadi,6302,12000000,2124,95.25,73.98,58
674,17200000,2,Bengaluru,Whitefield,9753,18600000,1263,94.86,76.61,63
675,17800000,3,Chennai,Anna Nagar,7995,13600000,705,98.95,83.05,93
676,15100000,3,Bengaluru,Whitefield,844,11600000,994,95.65,96.38,73
677,17900000,1,Bengaluru,Indiranagar,7452,7500000,2513,72.35,90.83,66
678,7200000,2,Pune,Kharadi,2328,10400000,3113,81.07,84.07,63
679,15400000,2,Hyderabad,Gachibowli,8057,20000000,1242,89.92,63.32,61
680,11500000,5,Mumbai,Bandra,4134,20300000,3345,93.11,89.28,56
681,17900000,5,Pune,Wakad,5951,17700000,2643,92.27,99.15,92
682,14300000,2,Hyderabad,Kondapur,29,5300000,3781,93.32,84.34,77
683,15800000,1,Pune,Baner,423,15400000,890,80.56,73.81,85
684,6900000,5,Pune,Baner,5463,14900000,3370,80.57,66.87,71
685,12400000,4,Pune,Kharadi,914,5100000,749,84.43,63.29,78
686,11300000,1,Hyderabad,Kukatpally,1482,11800000,3293,79.58,68.8,66
687,12400000,5,Mumbai,Bandra,2985,6000000,1298,79.32,77.08,54
688,19100000,5,Bengaluru,Indiranagar,5096,6900000,2027,79.51,86.59,92
689,9600000,5,Chennai,Anna Nagar,9447,16100000,1882,75.2,60.27,50
690,5900000,4,Hyderabad,Gachibowli,9172,10300000,3358,84.13,68.3,69
691,4400000,3,Hyderabad,Kondapur,9387,23700000,1218,78.33,75.07,62
692,5400000,3,Hyderabad,Gachibowli,3587,18200000,2836,84.84,83.49,97
693,16100000,1,Pune,Baner,4611,8700000,804,88.67,97.15,66
694,17500000,3,Chennai,Anna Nagar,6280,17600000,1535,82.12,75.8,57
