Comparison_ID,Property_A_ID,Property_B_ID,Property_A_Price_INR,Property_B_Price_INR,Property_A_Area_sqft,Property_B_Area_sqft,Property_A_BHK,Property_B_BHK,Property_A_Investment_Score,Property_B_Investment_Score,Better_Property,Reason
309,8640,3929,6400000,9200000,2887,3175,5,4,82,91,B,Higher investment score and better overall value.
310,6229,4630,5300000,19700000,2085,2232,2,3,91,80,A,Higher investment score and better overall value.
311,64,7713,7200000,18000000,2039,3431,5,4,66,90,B,Higher investment score and better overall value.
312,6057,3485,17500000,21100000,1573,1089,4,2,89,52,A,Higher investment score and better overall value.
313,7378,6175,16200000,20000000,3151,2783,5,3,97,85,A,Higher investment score and better overall value.
314,999,9417,17200000,4100000,2066,2400,2,4,59,71,B,Higher investment score and better overall value.
315,7644,3728,13800000,23400000,2704,3942,3,4,76,73,A,Higher investment score and better overall value.
316,535,4698,16800000,4000000,1234,3210,2,5,54,81,B,Higher investment score and better overall value.
317,4674,1680,15500000,16500000,1667,1878,1,4,53,70,B,Higher investment score and better overall value.
318,8854,2172,3800000,21900000,1910,2506,2,5,76,67,A,Higher investment score and better overall value.
319,1961,5207,18800000,5300000,2669,882,5,2,64,81,B,Higher investment score and better overall value.
320,4311,2226,24800000,7500000,3409,3750,2,5,99,60,A,Higher investment score and better overall value.
321,4626,5122,12500000,13100000,3891,3834,5,2,80,75,A,Higher investment score and better overall value.
322,5720,7034,15300000,8900000,1342,810,2,2,50,76,B,Higher investment score and better overall value.
323,7745,8264,13100000,18400000,1177,761,4,3,91,66,A,Higher investment score and better overall value.
324,2719,7176,5900000,22000000,1683,3492,4,1,91,57,A,Higher investment score and better overall value.
325,2349,7293,14700000,6500000,1248,3813,1,4,86,87,B,Higher investment score and better overall value.
326,4531,3667,6900000,10200000,748,1582,3,4,59,53,A,Higher investment score and better overall value.
327,9509,3740,15500000,16300000,1257,3795,2,3,86,68,A,Higher investment score and better overall value.
328,1558,5533,23800000,4100000,1125,1755,4,5,84,51,A,Higher investment score and better overall value.
329,1847,7572,22800000,7400000,3425,1840,1,5,78,65,A,Higher investment score and better overall value.
330,6749,9313,14100000,18100000,1330,3518,2,5,80,60,A,Higher investment score and better overall value.
331,3803,8981,19100000,13900000,752,2855,3,4,94,97,B,Higher investment score and better overall value.
332,1509,976,24500000,19100000,871,3717,3,5,61,81,B,Higher investment score and better overall value.
333,4841,6732,20400000,21100000,1202,1206,2,1,72,71,A,Higher investment score and better overall value.
334,9707,8503,15700000,4400000,3582,1452,4,4,52,55,B,Higher investment score and better overall value.
335,5925,5730,24400000,6400000,3567,1143,5,2,55,63,B,Higher investment score and better overall value.
336,4548,191,8800000,9400000,669,2759,5,5,65,89,B,Higher investment score and better overall value.
337,9328,9379,13400000,15800000,2717,2043,2,2,100,53,A,Higher investment score and better overall value.
338,4246,2815,24700000,16100000,3133,2201,3,1,67,78,B,Higher investment score and better overall value.
339,3325,9044,20400000,18300000,2541,1055,5,2,85,58,A,Higher investment score and better overall value.
340,3573,860,14600000,13400000,2875,1861,3,2,59,53,A,Higher investment score and better overall value.
341,6846,1477,12900000,5500000,1137,2090,1,4,74,97,B,Higher investment score and better overall value.
342,8230,8830,23800000,21700000,2958,3870,4,4,69,56,A,Higher investment score and better overall value.
343,9198,3364,23100000,12700000,947,1630,5,4,88,96,B,Higher investment score and better overall value.
344,8788,2834,24400000,19800000,3804,2374,3,4,54,90,B,Higher investment score and better overall value.
345,1758,940,7800000,22200000,3687,3098,4,5,63,75,B,Higher investment score and better overall value.
346,5982,6728,20000000,17800000,2616,2653,2,4,88,72,A,Higher investment score and better overall value.
347,3643,9440,15000000,9000000,683,661,1,5,61,93,B,Higher investment score and better overall value.
348,5768,354,19300000,13300000,2047,3740,2,3,64,74,B,Higher investment score and better overall value.
349,7030,7210,8800000,16100000,3874,2121,2,5,98,71,A,Higher investment score and better overall value.
350,8195,5041,11300000,12900000,3685,1045,2,1,75,53,A,Higher investment score and better overall value.
351,9001,9589,19400000,22400000,2705,3340,3,2,89,58,A,Higher investment score and better overall value.
352,5008,6826,10600000,3600000,689,1004,4,4,94,73,A,Higher investment score and better overall value.
353,9227,2808,22800000,6700000,2581,2468,4,1,68,93,B,Higher investment score and better overall value.
354,5874,6448,24600000,19900000,2761,2216,3,4,73,60,A,Higher investment score and better overall value.
355,5433,5676,16100000,20300000,3207,3845,4,1,98,64,A,Higher investment score and better overall value.
356,8853,6188,18600000,23600000,3519,2278,2,4,74,74,A,Higher investment score and better overall value.
357,6202,1855,10700000,16100000,1992,3365,2,5,70,96,B,Higher investment score and better overall value.
358,6398,9381,16800000,23800000,1246,1561,4,5,63,72,B,Higher investment score and better overall value.
359,3597,1761,24500000,6300000,2658,2962,3,1,78,91,B,Higher investment score and better overall value.
360,2533,1062,16800000,13000000,1458,2178,5,2,52,100,B,Higher investment score and better overall value.
361,5670,5759,11600000,21500000,847,920,3,1,57,53,A,Higher investment score and better overall value.
362,1232,7338,9300000,20000000,2394,2609,4,4,67,80,B,Higher investment score and better overall value.
363,596,1685,12500000,15700000,2310,677,5,5,61,78,B,Higher investment score and better overall value.
364,4897,8750,20000000,19800000,3169,2825,1,2,52,55,B,Higher investment score and better overall value.
365,3431,2853,13500000,5100000,1631,1732,4,2,50,51,B,Higher investment score and better overall value.
366,9483,330,12700000,7700000,719,3970,5,1,83,89,B,Higher investment score and better overall value.
367,9897,6201,20900000,4900000,1984,1085,2,5,77,51,A,Higher investment score and better overall value.
368,6069,5017,21200000,20300000,1112,3033,2,4,56,64,B,Higher investment score and better overall value.
369,9733,6563,16200000,23000000,2133,2465,3,1,58,76,B,Higher investment score and better overall value.
370,3971,5230,25000000,8600000,3171,881,4,3,86,55,A,Higher investment score and better overall value.
371,5858,7591,23300000,23400000,2810,2119,5,5,89,85,A,Higher investment score and better overall value.
372,9214,6102,16600000,9700000,1937,2873,4,4,83,59,A,Higher investment score and better overall value.
373,2766,182,17100000,20100000,3626,2022,1,3,53,68,B,Higher investment score and better overall value.
374,3183,1806,22400000,4800000,2438,2923,4,5,89,69,A,Higher investment score and better overall value.
375,1382,6085,14100000,19500000,3333,2139,3,3,92,55,A,Higher investment score and better overall value.
376,6880,3183,16300000,17000000,628,955,5,3,89,86,A,Higher investment score and better overall value.
377,7278,1164,11100000,19100000,3004,2335,4,4,76,87,B,Higher investment score and better overall value.
378,1483,1048,3800000,6200000,1298,2533,2,4,74,96,B,Higher investment score and better overall value.
379,8199,5695,11500000,14800000,1322,1445,1,1,60,79,B,Higher investment score and better overall value.
380,4388,2874,7400000,13200000,3893,3152,5,1,89,83,A,Higher investment score and better overall value.
381,7201,5492,9600000,12500000,3789,2274,3,4,66,100,B,Higher investment score and better overall value.
382,2405,6263,14700000,13300000,1767,3074,3,3,95,54,A,Higher investment score and better overall value.
383,5832,7839,23000000,22100000,3551,3672,4,4,99,61,A,Higher investment score and better overall value.
384,4447,797,4900000,18900000,2110,3495,2,4,80,73,A,Higher investment score and better overall value.
385,2657,4714,14000000,9000000,2675,3238,1,3,58,86,B,Higher investment score and better overall value.
386,5155,1881,17800000,6900000,3918,2289,2,3,89,55,A,Higher investment score and better overall value.
387,2314,1995,5600000,8200000,3608,2087,5,4,53,68,B,Higher investment score and better overall value.
388,7899,5146,4100000,4500000,1518,2447,4,5,90,98,B,Higher investment score and better overall value.
389,5818,2114,19500000,22800000,1087,1862,1,2,76,65,A,Higher investment score and better overall value.
390,1855,5091,13700000,18000000,941,3872,5,3,68,57,A,Higher investment score and better overall value.
391,1852,4119,22500000,22300000,3648,654,1,1,92,87,A,Higher investment score and better overall value.
392,7659,1984,9100000,10200000,3056,1337,5,3,74,53,A,Higher investment score and better overall value.
393,6199,7488,14800000,5100000,2122,3705,4,4,73,73,A,Higher investment score and better overall value.
394,113,3387,15900000,9700000,1290,3942,3,4,60,100,B,Higher investment score and better overall value.
395,3896,982,9900000,12300000,2049,2069,2,1,64,93,B,Higher investment score and better overall value.
396,375,6039,18400000,17900000,2847,2100,3,4,83,77,A,Higher investment score and better overall value.
397,9935,4095,21000000,12300000,1572,3144,4,1,57,78,B,Higher investment score and better overall value.
398,8607,3876,11700000,4200000,1342,3178,4,4,66,95,B,Higher investment score and better overall value.
399,2472,5808,10200000,22500000,3974,1886,3,2,67,54,A,Higher investment score and better overall value.
400,6968,4231,10700000,11000000,3208,3015,2,3,61,69,B,Higher investment score and better overall value.
401,4120,2256,15200000,16000000,3712,3845,5,1,78,64,A,Higher investment score and better overall value.
402,6275,591,21400000,12600000,2962,3018,4,5,71,80,B,Higher investment score and better overall value.
403,2742,6479,20700000,21500000,2583,2881,5,4,73,94,B,Higher investment score and better overall value.
404,5225,6627,24900000,21100000,1220,2211,2,4,90,86,A,Higher investment score and better overall value.
405,7807,9037,8900000,19000000,746,1425,3,2,59,78,B,Higher investment score and better overall value.
406,3789,7656,22900000,23400000,848,3934,5,4,86,77,A,Higher investment score and better overall value.
407,1715,2000,8800000,19900000,1424,1631,1,3,73,82,B,Higher investment score and better overall value.
408,64,6009,23900000,16500000,1983,2202,5,2,53,50,A,Higher investment score and better overall value.
409,8569,6916,7500000,23700000,867,1572,1,2,91,55,A,Higher investment score and better overall value.
410,2201,5366,7000000,7500000,1026,1478,5,1,69,93,B,Higher investment score and better overall value.
411,8946,671,5700000,15300000,1706,3140,2,3,65,91,B,Higher investment score and better overall value.
412,6919,26,13900000,11600000,3098,3085,2,1,55,65,B,Higher investment score and better overall value.
413,5708,7828,23500000,23800000,1701,3783,2,2,57,62,B,Higher investment score and better overall value.
414,40,1699,10200000,18400000,2595,3735,5,3,83,87,B,Higher investment score and better overall value.
415,7421,9947,20100000,21600000,2648,2333,4,4,54,99,B,Higher investment score and better overall value.
416,6550,1432,3900000,8700000,1375,3227,2,2,93,94,B,Higher investment score and better overall value.
417,2470,3,9400000,6000000,1437,3953,3,2,87,91,B,Higher investment score and better overall value.
418,9607,6376,11200000,13200000,2827,1589,3,1,93,68,A,Higher investment score and better overall value.
419,5847,1998,6500000,8700000,1298,2368,4,5,66,99,B,Higher investment score and better overall value.
420,1395,5431,15800000,5300000,2572,3023,3,4,59,88,B,Higher investment score and better overall value.
421,3165,9553,16800000,12100000,3261,1061,3,1,50,67,B,Higher investment score and better overall value.
422,4137,884,23800000,6300000,3411,793,2,5,96,56,A,Higher investment score and better overall value.
423,8248,5035,14900000,5300000,1960,1280,3,4,54,58,B,Higher investment score and better overall value.
424,8787,7549,14300000,8300000,2063,2699,5,4,53,93,B,Higher investment score and better overall value.
425,8083,590,21500000,22000000,2141,3343,1,4,50,59,B,Higher investment score and better overall value.
426,6317,6630,13500000,6200000,3004,2075,5,4,80,55,A,Higher investment score and better overall value.
427,2685,7010,21000000,19700000,2452,2461,5,3,88,59,A,Higher investment score and better overall value.
428,4116,5563,13600000,19300000,2258,777,2,3,67,78,B,Higher investment score and better overall value.
429,8163,3199,7500000,16800000,2793,2308,4,3,84,96,B,Higher investment score and better overall value.
430,3152,680,7100000,14800000,1997,2057,5,1,54,50,A,Higher investment score and better overall value.
431,5745,969,10200000,21400000,1973,1894,5,3,52,73,B,Higher investment score and better overall value.
432,656,5247,19400000,16500000,3003,1776,4,5,97,77,A,Higher investment score and better overall value.
433,9423,8012,23600000,20600000,3499,3728,4,4,88,69,A,Higher investment score and better overall value.
434,2026,5954,24100000,17800000,1815,718,2,2,82,59,A,Higher investment score and better overall value.
435,879,8383,20400000,18100000,3615,679,3,3,69,99,B,Higher investment score and better overall value.
436,958,2799,11200000,16300000,763,3565,1,2,92,71,A,Higher investment score and better overall value.
